Protein IDs	Reporter intensity corrected 0 MS3_1	Reporter intensity corrected 1 MS3_1	Reporter intensity corrected 2 MS3_1	Reporter intensity corrected 3 MS3_1	Reporter intensity corrected 4 MS3_1	Reporter intensity corrected 5 MS3_1	Reporter intensity corrected 6 MS3_1	Reporter intensity corrected 7 MS3_1	Reporter intensity corrected 8 MS3_1	Reporter intensity corrected 9 MS3_1	Reporter intensity corrected 0 MS3_2	Reporter intensity corrected 1 MS3_2	Reporter intensity corrected 2 MS3_2	Reporter intensity corrected 3 MS3_2	Reporter intensity corrected 4 MS3_2	Reporter intensity corrected 5 MS3_2	Reporter intensity corrected 6 MS3_2	Reporter intensity corrected 7 MS3_2	Reporter intensity corrected 8 MS3_2	Reporter intensity corrected 9 MS3_2	Reporter intensity 0 MS3_1	Reporter intensity 1 MS3_1	Reporter intensity 2 MS3_1	Reporter intensity 3 MS3_1	Reporter intensity 4 MS3_1	Reporter intensity 5 MS3_1	Reporter intensity 6 MS3_1	Reporter intensity 7 MS3_1	Reporter intensity 8 MS3_1	Reporter intensity 9 MS3_1	Reporter intensity 0 MS3_2	Reporter intensity 1 MS3_2	Reporter intensity 2 MS3_2	Reporter intensity 3 MS3_2	Reporter intensity 4 MS3_2	Reporter intensity 5 MS3_2	Reporter intensity 6 MS3_2	Reporter intensity 7 MS3_2	Reporter intensity 8 MS3_2	Reporter intensity 9 MS3_2
sp|Q9D1A2|CNDP2_MOUSE	467.61	1088.5	1183.1	1741.7	1873.3	1718.4	519.75	70.542	396.02	25468	331.28	0	0	463.18	760.96	0	0	0	0	5084.5	443.39	1032	1156.1	1748.1	1841.1	1721.4	577.7	747.52	396	23980	312.23	0	0	439.87	716.54	0	0	0	0	4787.6
sp|Q9D1D4|TMEDA_MOUSE	982.74	1584.6	586.41	567.11	1091.2	795.82	582.29	0	0	21772	4109.2	4428.1	2886.3	3160.2	3169.9	2806.3	2526.9	0	2692.9	68942	928.43	1491.1	618.49	648.07	1069.8	813.27	601.21	283.79	0	20491	3883.7	4175.9	2944.6	3316.5	3191.1	2882.8	2607.6	1434.9	2628.3	64907
sp|Q9D1G1|RAB1B_MOUSE	0	0	0	0	0	0	0	0	0	0	1511	1490.2	795.93	1321.7	1163.3	1520.5	1775.4	0	1543.1	31572	0	0	0	0	0	0	0	0	0	0	1427.1	1406.8	848.22	1370.5	1167.2	1551.6	1771.4	703.5	1532.4	29722
sp|Q9D1J3|SARNP_MOUSE	1313	1065.1	1289.5	1768.7	2035.8	1977.2	2193.9	0	1580.4	40159	1541.8	1340.3	1900.9	2559.1	2355.8	3941.3	3230.9	0	2440.5	47875	1241.4	1010.2	1309.2	1769.1	2023.6	2021	2208.8	878.71	1568.6	37810	1458.4	1271.4	1900.6	2575.4	2375.4	3921	3225.1	627.09	2441.5	45065
sp|Q9D1L0|CHCH2_MOUSE	273.53	0	274.2	0	0	421.76	0	0	0	4561.8	0	0	0	0	0	0	0	0	0	1259.7	258.83	0	272.7	0	0	407.23	0	0	0	4295.4	0	0	0	0	0	0	0	0	0	1259.7
sp|Q9D1L9|LTOR5_MOUSE	485.59	406.73	406.65	317.4	257.14	0	0	47.334	0	9169.5	447.1	305.12	560.26	0	379.06	277.34	0	0	0	6057.9	459.2	383.72	411.7	326.25	266.14	0	0	321.94	0	8635.2	423.5	286.5	554.71	0	390.01	273.55	0	0	0	5704.3
sp|Q9D1M0|SEC13_MOUSE	0	0	314.92	438.01	260.76	359.9	444.81	0	371.88	6410.8	321.5	254.05	0	428.28	487.07	239.86	428.04	0	298.16	13754	0	0	298.69	421.74	270.35	371.79	441.94	0	370.03	6036.5	303.02	240.99	0	426.08	464.29	263.49	426.82	0	281.55	12951
sp|Q9D1M4|MCA3_MOUSE	0	0	0	297.96	296.98	380.74	0	0	0	3446.3	0	0	0	0	0	0	0	0	0	0	0	0	0	289.08	279.64	379.65	0	0	0	3245.1	0	0	0	0	0	0	0	0	0	0
sp|Q9D1Q6|ERP44_MOUSE	3146.5	3823.2	3333.8	3408.2	4877.9	4976	3382.5	410.14	3123.9	82306	0	0	0	0	0	0	0	0	0	0	2976.9	3609.3	3362.2	3544.6	4818.7	5004.7	3507.9	2110.4	3093.3	77491	0	0	0	0	0	0	0	0	0	0
sp|Q9D1R9|RL34_MOUSE	2276	1598.4	1235.4	548.75	1244.5	889.33	741.05	0	506.59	27132	2972.3	2325.7	2393	1500.9	935.34	1304.4	1616.3	0	1377.5	33930	2149.8	1504	1299	585.03	1255.1	907.25	742.09	0	509.79	25548	2810.4	2192.3	2426.3	1588.2	1044.6	1359.1	1606	716.29	1369.4	31940
sp|Q9D2C7|BI1_MOUSE	0	648.96	382.31	461.86	628.44	335.86	1633.5	0	1529.1	18340	0	0	0	0	0	0	0	0	0	0	0	611.98	367.89	483.62	637.32	372.6	1611.6	0	1513.2	17269	0	0	0	0	0	0	0	0	0	0
sp|Q9D2G2|ODO2_MOUSE	1695.4	1889.3	1547	1439.3	1689.8	1925.4	1138.9	0	1280.4	33834	1026.5	1537.6	1174.3	1394.6	1659.2	1843.8	986.55	0	937.65	28727	1603.8	1782.2	1567	1513.1	1698.7	1944.5	1189.6	838.05	1257.3	31852	971.9	1451.7	1178.7	1447.9	1631.6	1855.1	1028.2	437.42	927.26	27043
sp|Q9D379|HYEP_MOUSE	5424.7	5406.9	5768	643.32	720.16	425.72	5303.6	0	3014.4	57889	1989.8	1798	1405.7	281.81	0	233.28	999.46	0	1137.8	21505	5134.4	5080.6	5735.2	874.72	968.84	432.98	5115.8	505.85	3071.4	54500	1880.6	1689.8	1433.7	381.11	0	273.32	973.16	637.59	1116.8	20249
sp|Q9D3D9|ATPD_MOUSE	0	280.97	0	0	0	0	0	0	0	3752.9	1902.3	1911.9	1642.6	949.03	1134.1	1366.9	1740.1	0	1093.6	27670	0	263.82	0	0	0	0	0	0	0	3533.8	1799	1800.6	1663.8	1039.9	1188.9	1386	1724.5	365.32	1106.5	26054
sp|Q9D554|SF3A3_MOUSE	0	0	516.28	0	0	368.96	0	127.09	0	10870	450.29	678.7	442.19	671.28	1104.1	687.7	755.12	0	529.18	13001	0	0	483.86	0	0	357.82	0	304.63	0	10238	426.06	641.1	453.17	689.97	1076.2	701.97	779.22	228.27	531.73	12238
sp|Q9D5T0|ATAD1_MOUSE	796.28	765.71	329.39	1069.4	757.72	496.92	923.14	0	769.82	21610	1002.3	554.29	712.92	1155.8	822.11	839.23	1213.1	0	1016.5	16250	751.74	725.07	364.07	1070.3	745.84	549.02	927.54	0	766.08	20630	947.3	527.05	736.58	1145	833.17	875.41	1210.6	0	1011.4	15301
sp|Q9D6J6|NDUV2_MOUSE	2241.5	1678.7	1807.2	1755.8	1494.8	935.04	951.24	0	408.06	30148	0	0	645.9	0	0	367.86	262.3	0	0	3795.4	2119.4	1586.2	1816	1784.9	1527.2	993.78	961.92	597.02	407.2	28383	0	0	605.84	0	0	354.84	247.22	0	0	3573.8
sp|Q9D6K8|FUND2_MOUSE	0	0	0	0	0	244.43	333.92	0	239.85	9987.7	420.98	582.26	428.18	0	0	0	312.44	0	0	12172	0	0	0	0	0	245.6	321.29	0	240.65	9535.9	396.78	546.72	401.3	0	0	0	294.47	0	0	11462
sp|Q9D6R2|IDH3A_MOUSE	4810.1	4853.4	4389.6	3499.5	3714.8	3471.7	4243.5	0	3188.1	88334	2042.5	2042.7	2081.4	1830.6	1752.5	1896.1	1582.6	0	690.04	40049	4547.5	4577.2	4437	3619.3	3816.1	3569.3	4265.2	1621.9	3175.3	83170	1931.8	1924.5	2085.1	1893.6	1747.9	1947.8	1566.5	293.32	678.1	37709
sp|Q9D6S7|RRFM_MOUSE	870.24	497.28	430.88	0	0	0	327.57	0	236.17	10251	0	0	0	0	0	0	0	0	0	0	821.82	466.93	454.48	0	0	0	315.2	0	236.9	9652.6	0	0	0	0	0	0	0	0	0	0
sp|Q9D6U8|F162A_MOUSE	422.33	0	402.21	643.74	569.49	503.92	475.32	198.97	709.07	12961	0	0	0	0	0	0	0	0	0	0	399.56	0	408.03	619.44	566.94	531.94	494.75	601.94	689.73	12209	0	0	0	0	0	0	0	0	0	0
sp|Q9D6Z1|NOP56_MOUSE	1030.7	1213.5	1086.4	280.93	1240.4	258	439.18	72.996	0	27020	850.55	921.85	1207.5	1166.9	999.39	860.1	833.37	125.89	599.72	28583	975.49	1141	1074.8	292.03	1237.9	257.99	440.08	291.9	0	25566	804.79	870.42	1178.9	1154.1	998.43	888.7	849.88	647.72	589.9	26917
sp|Q9D735|CS043_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1691.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1691.8
sp|Q9D787|PPIL2_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9D7B6|ACAD8_MOUSE	0	0	0	0	0	0	0	0	0	1749.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1749.5	0	0	0	0	0	0	0	0	0	0
sp|Q9D7N9|APMAP_MOUSE	0	346.95	0	0	0	0	0	0	0	5052.5	0	0	0	0	0	0	0	0	0	0	0	325.78	0	0	0	0	0	0	0	4857.1	0	0	0	0	0	0	0	0	0	0
sp|Q9D7S7|RL22L_MOUSE	6880.2	5772.9	7091.7	1772.9	1643.9	1327.5	848.48	134.44	842.2	62790	3319.5	3348.3	3523.4	667.71	559.81	646.99	610.39	0	355.14	31460	6511.2	5430.7	7060.6	2057.3	1978.6	1453.8	901.7	2073.1	831.27	59127	3141.8	3147.7	3500	848.85	743.55	694.34	611.91	493.78	361.25	29612
sp|Q9D819|IPYR_MOUSE	1665.7	1313.9	1399.4	3694.9	5094.9	4727.3	3199.5	0	3300.1	68542	2039.9	1734.8	1102.8	4999.8	5412.6	6241.3	4743.3	0	4014.8	74677	1575.1	1254.7	1466.1	3665.1	4925.4	4754.6	3350.6	1669.9	3252	64527	1926.7	1657.4	1181.2	4954.3	5228.1	6251.4	4840.4	1123.5	3992.3	70296
sp|Q9D855|QCR7_MOUSE	1852.2	1993.8	1454.1	272.29	569.4	443.01	818.08	195	846.35	24544	1197.2	933.06	1175.5	558.31	395.99	390.26	668.96	0	608.77	16628	1751.2	1873.7	1476.7	293.9	555.24	446.8	794.22	420.96	833.89	23116	1132.8	879.29	1175.9	593.42	451.68	422.47	666.18	313.96	603.23	15652
sp|Q9D880|TIM50_MOUSE	368.26	292.29	0	397.99	0	378.33	0	0	0	7838.1	443.71	0	676.52	496.26	499.65	390.62	480.86	0	579.66	8668.1	347.08	276.72	0	395.8	0	361.91	0	0	0	7447.7	420.74	0	665.64	477.56	517.32	407.68	493.08	0	567.76	8162.1
sp|Q9D892|ITPA_MOUSE	263.42	0	291.96	438.73	854.57	906.34	0	0	512.91	10943	490.34	719.07	452.38	1095.5	1188.6	1186.6	937.28	0	829.01	19192	249.37	0	297.63	431.21	822.4	896.84	0	0	484.34	10304	463.85	681.42	466.24	1103.4	1159.1	1204.6	963.18	468.81	822.57	18068
sp|Q9D8B3|CHM4B_MOUSE	730.43	747.71	741.25	1230.8	1254.3	903.88	1441.3	1.0595	1129.9	27168	0	0	0	0	0	0	0	0	0	0	691.21	709.09	751.82	1229	1240.8	954.71	1449.6	762.91	1114.8	25582	0	0	0	0	0	0	0	0	0	0
sp|Q9D8E6|RL4_MOUSE	33579	30189	32707	39879	42281	41273	29167	1281.7	30211	767880	32069	31085	29447	45907	49721	46719	29938	671.86	31146	714760	31770	28574	33073	40343	42127	42066	30332	16914	29765	722870	30336	29446	30012	46245	48974	47443	31457	17415	30681	672960
sp|Q9D8N0|EF1G_MOUSE	74269	74734	63078	45477	49268	51265	57228	245.87	51176	1297000	40382	39763	36454	26596	29487	28482	33019	0	30526	725340	70235	70427	64005	48573	50919	52721	57706	29320	50752	1221100	38197	37488	36853	28142	30377	29371	33373	14394	30209	682810
sp|Q9D8S4|ORN_MOUSE	0	0	263.65	268.25	0	0	0	0	0	4911	0	318.88	279.79	0	538.57	381.43	0	0	0	3824.3	0	0	247.1	254.75	0	0	0	0	0	4624.3	0	299.42	267.8	0	523.65	367.72	0	0	0	3601.1
sp|Q9D8S9|BOLA1_MOUSE	0	324.3	335.07	947.11	259.81	400.44	0	190.5	0	8499.2	0	0	0	0	0	0	0	0	0	0	0	309.91	316.72	925.67	264.42	439.15	0	455.32	0	8007.5	0	0	0	0	0	0	0	0	0	0
sp|Q9D8T2|GSDMD_MOUSE	757.72	0	452	701.83	477.35	819.06	325.56	19.682	339.28	9063.9	0	0	0	805.3	320.42	251.56	322.11	0	0	5729.2	715.86	0	472.74	679.66	480.78	822.8	339.06	323.83	334.18	8535.2	0	0	0	768.81	305.96	284.5	318.98	0	0	5394.7
sp|Q9D8U8|SNX5_MOUSE	0	0	0	0	408.55	0	0	0	0	4356.1	0	0	0	0	0	0	0	0	0	739.87	0	0	0	0	384.69	0	0	0	0	4101.8	0	0	0	0	0	0	0	0	0	739.87
sp|Q9D8Y0|EFHD2_MOUSE	0	0	0	0	337.28	0	0	0	0	2290.8	0	0	0	1177.9	1776.1	1189.2	0	0	329.89	14051	0	0	0	0	317.59	0	0	0	0	2157.1	0	0	0	1133.3	1672.8	1203.1	0	0	311.51	13231
sp|Q9D903|EBP2_MOUSE	869.98	1090	674.62	1234.9	1048.6	1106.5	0	0	685.13	17115	0	0	0	0	0	0	0	0	0	0	822.49	1030.5	693.14	1257	1027.8	1133.2	0	0	646.96	16116	0	0	0	0	0	0	0	0	0	0
sp|Q9D964|GATM_MOUSE	0	0	0	2733.2	2296.5	1555.4	1103	0	1288.4	23202	0	0	0	0	0	0	0	0	0	0	0	0	0	2620.6	2178.2	1633.9	1185.1	241.51	1263.4	21844	0	0	0	0	0	0	0	0	0	0
sp|Q9DAR7|DCPS_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.01	0	0	7020.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.24	0	0	6787.5
sp|Q9DAS9|GBG12_MOUSE	254.52	0	246.18	0	0	0	0	0	0	2270.8	0	0	0	0	0	0	0	0	0	0	240.81	0	245.35	0	0	0	0	0	0	2138.3	0	0	0	0	0	0	0	0	0	0
sp|Q9DAU1|CNPY3_MOUSE	412.19	535.51	0	764.08	683.49	540.24	432.46	0	704.63	13390	0	0	0	0	0	0	0	0	0	0	388.49	507.18	0	766.99	649.96	567.82	459.71	260.48	683.71	12605	0	0	0	0	0	0	0	0	0	0
sp|Q9DAW9|CNN3_MOUSE	0	525.74	0	220.72	0	0	959.1	28.377	788.06	10838	452.58	375.58	426.34	0	225.2	0	989.91	173.84	1463.5	14139	0	494.91	0	241.7	0	0	925.54	353.95	784.83	10206	428.16	352.66	429.79	0	251.67	0	983.89	593.69	1424	13318
sp|Q9DB05|SNAA_MOUSE;sp|P28663|SNAB_MOUSE	503.37	859.12	714.09	1074.6	792.43	977.49	872.97	0	522.63	19351	593.51	447.02	634.67	749.03	908.47	509.73	929.57	0	589.55	17469	477.11	812.81	708.05	1088.6	800.34	1008.3	875.15	618.74	530.53	18221	561.77	421.77	635.85	746.81	905.73	521.44	935.9	0	580.04	16450
sp|Q9DB15|RM12_MOUSE	1453.6	1120.7	1144.3	1440.2	1079.1	1229.4	1563.4	116.34	1189.6	29397	3158.5	2052.4	3076.1	2390.9	2160.1	2373.2	3034.4	0	1822.4	50163	1374.3	1058.8	1169.5	1455.9	1100.6	1261.7	1557.9	920.13	1189.6	27684	2988.4	1940.8	3092.6	2433.9	2257.4	2437.1	3013.6	336.65	1849.6	47221
sp|Q9DB20|ATPO_MOUSE	634.17	845.46	898.52	708.79	982.75	488.84	323.91	0	1094.1	20574	3101.8	2403.2	2554.6	1927.5	2190.2	1285.9	2346.7	0	1724.9	46830	599.49	797.9	889.35	732.57	983.73	494.36	340.78	306.24	1046.9	19371	2933	2267.5	2599.6	1997.8	2245.8	1325.2	2364.2	370.19	1711	44083
sp|Q9DB43|ZFPL1_MOUSE	0	0	647.3	295.68	0	0	422.78	0	0	6605.3	0	0	0	0	0	0	0	0	0	0	0	0	607.45	280.79	0	0	398.48	0	0	6219.7	0	0	0	0	0	0	0	0	0	0
sp|Q9DB77|QCR2_MOUSE	16901	18214	16097	8956	8754.7	10054	11479	142.67	20823	261700	7548	5615.8	6922.8	5079.4	4394.8	4020.1	4100.8	0	4514	103590	15990	17153	16170	9745.2	9325.6	10364	11810	5670.7	20150	246360	7140	5301.9	6975.3	5188.9	4605.4	4206.2	4199.7	2035.3	4436.5	97634
sp|Q9DBC7|KAP0_MOUSE;sp|P12849|KAP1_MOUSE	986.29	662.67	849.06	1319	1160.9	1166.6	909.94	0	488.22	24725	0	0	364.95	0	0	0	0	0	293.18	3496.1	932.77	629.74	862.71	1286.2	1155.7	1207.9	910.62	601.14	499.61	23281	0	0	342.03	0	0	0	0	0	276.85	3292
sp|Q9DBG3|AP2B1_MOUSE	3551.3	2676.1	3127.3	3079.2	2655.1	1590.8	4136.5	2.5625	3733.5	74758	5153.6	3636.3	3203.8	3642.8	4084.6	4247.4	6072.3	0	5655.6	89277	3358.8	2530.3	3152.5	3094.1	2742.6	1761	4120.6	1164.3	3701	70464	4869.4	3435.1	3349.6	3738.6	4120.7	4311.3	6059.8	750.38	5598.1	84115
sp|Q9DBG6|RPN2_MOUSE	5579.4	4238.8	5080.1	3403.1	2945	2739.2	4326.5	218.45	3943.9	97515	3361.4	3251.9	2921.4	1268.7	2969.9	2123	2267.7	0	4199.2	60446	5277.7	3999.5	5120.6	3534.5	3046.5	2914.2	4327.2	2630.3	3907.6	91893	3177.8	3060.6	2949	1383.5	2981.6	2151	2359.8	943.49	4061.4	56995
sp|Q9DBG7|SRPRA_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263.4
sp|Q9DBH5|LMAN2_MOUSE	2546.4	1654.8	1608.3	2312.9	2415.5	2507	1643.3	0	2763.9	48941	1779.5	2040.6	2325.5	2141	2593.3	1719.9	1815.3	0	2207.2	52317	2406	1567	1681.8	2337.8	2393.7	2555.4	1740.5	831.35	2679.6	46066	1685.9	1928.2	2312.1	2185.4	2605.2	1807.6	1895.9	577.6	2161.2	49422
sp|Q9DBJ1|PGAM1_MOUSE;sp|O70250|PGAM2_MOUSE	8642.6	7321	8436.4	30422	29315	31294	20726	0	20699	416880	6490.2	5429.2	7320.9	20999	20301	22161	16124	245.7	14729	286060	8177.3	7047.5	8746.3	29840	28395	31693	21509	11606	20424	392520	6141.8	5217.5	7462	20630	19774	22397	16575	7534.1	14592	269310
sp|Q9DBL1|ACDSB_MOUSE	426.58	0	238.84	0	0	0	0	0	0	5122.8	424.88	305.56	376.01	0	267.29	543.81	318.21	0	356.02	7961.3	402.95	0	248.37	0	0	0	0	0	0	4823.7	401.86	286.92	380.19	0	278.42	528.99	322.5	0	349.68	7496.5
sp|Q9DBR1|XRN2_MOUSE	0	319.87	452.67	1327	714.84	1170.4	715.69	0	1089.4	16982	0	0	0	0	0	0	0	0	0	0	0	307.9	433	1298.6	710.3	1193.9	738.7	340.32	1059.1	16014	0	0	0	0	0	0	0	0	0	0
sp|Q9DBS1|TMM43_MOUSE	1244.7	1287	1286.2	407.13	591.59	612.87	1346.8	85.276	846.88	23114	1109.5	664.5	1064.2	0	645.65	0	1384.7	0	858.65	18376	1178	1210.7	1285.7	475.03	651.57	639.12	1321	755.56	856.82	21858	1049.7	623.94	1070.4	0	689.87	0	1359.6	292.48	869.54	17302
sp|Q9DBZ5|EIF3K_MOUSE	447.75	0	769.35	292.79	658.02	301.36	587.67	0	705.23	14716	400.74	268.94	0	0	0	0	0	0	0	4453.3	423.61	0	754.71	278.05	673.45	299.6	582.36	0	690.86	13857	377.7	252.53	0	0	0	0	0	0	0	4193.3
sp|Q9DC16|ERGI1_MOUSE	470.54	760.11	718.65	0	289.12	306.77	505.76	0	0	9009.7	1136.5	1509.5	420.03	228.51	639.93	349.71	1037.7	109.54	269.97	17788	445.12	713.72	704.53	0	304.63	301.52	490.57	0	0	8483.7	1072.7	1418.6	418.49	257.61	610.52	345.7	1016.2	399.14	279.67	16752
sp|Q9DC23|DJC10_MOUSE	1330.8	665.45	587.39	505.95	1259.2	637.92	714.47	95.215	1005.5	19785	277.89	0	234.42	0	0	0	0	0	395.23	8201.3	1256.5	627.72	641.4	516.22	1230.8	647.82	761.4	619.36	979.78	18630	261.92	0	219.7	0	0	0	0	0	373.21	7722.5
sp|Q9DC51|GNAI3_MOUSE;sp|P18872|GNAO_MOUSE;sp|P20612|GNAT1_MOUSE;sp|Q3V3I2|GNAT3_MOUSE;sp|P50149|GNAT2_MOUSE;sp|Q8CGK7|GNAL_MOUSE	740.77	1041.4	700.02	1055.1	1151.5	1236.6	452.29	0	727.4	21541	0	0	0	0	0	0	0	0	0	0	700.81	983.82	711.43	1085.4	1132.2	1250.5	501.5	336.98	706.06	20323	0	0	0	0	0	0	0	0	0	0
sp|Q9DC61|MPPA_MOUSE	278.17	607.77	292.46	0	0	0	286.11	0	243.18	9429.1	0	0	0	0	0	0	0	0	263.68	2748.5	263.27	570.68	290.09	0	0	0	276.32	0	241.76	8878.6	0	0	0	0	0	0	0	0	248.99	2588
sp|Q9DCC4|P5CR3_MOUSE	0	0	0	316.78	0	394.57	0	0	562.43	7795.8	0	0	0	0	0	433.51	0	0	0	4194.7	0	0	0	307.17	0	401.76	0	0	531.09	7340.6	0	0	0	0	0	417.65	0	0	0	3949.8
sp|Q9DCD0|6PGD_MOUSE	0	357.74	1080.8	12923	12271	10927	2856.4	0	1845.7	120180	1333	0	1479.7	26956	28665	27094	4446.6	0	5796.2	236080	0	352.79	1119	12470	11658	11123	3276.9	2722.9	1850.4	113200	1259.4	0	1704.8	26019	27143	27217	5659	3569.7	5652.9	222220
sp|Q9DCH4|EIF3F_MOUSE	2297.5	1293	1916.8	2191.7	1931.7	1886.4	2094.2	73.345	2082.9	42450	821.32	489.57	653.66	1094.7	957.05	1099.7	674.04	0	999.18	19677	2172.6	1226.6	1952.5	2190.6	1907.9	1955.5	2123.6	838.8	2055.7	40067	776.55	465.93	671.02	1087.1	949.61	1120.5	708.61	0	972.1	18678
sp|Q9DCJ5|NDUA8_MOUSE	0	0	368.38	0	0	0	0	0	0	3886.7	0	0	0	0	0	0	0	0	0	0	0	0	345.25	0	0	0	0	0	0	3659.8	0	0	0	0	0	0	0	0	0	0
sp|Q9DCL9|PUR6_MOUSE	0	388.92	330.84	0	334	395.18	0	0	0	6305.3	0	0	0	0	0	0	0	0	0	2704.5	0	365.19	313.52	0	334.04	385.39	0	0	0	5937.2	0	0	0	0	0	0	0	0	0	2704.5
sp|Q9DCM0|ETHE1_MOUSE	450.72	1023.5	714.4	326.95	598.37	392.23	964.67	0	1135.8	16091	0	0	0	0	0	0	0	0	0	0	427.48	962.93	703.47	379.27	619.42	415.62	969.04	0	1113.4	15151	0	0	0	0	0	0	0	0	0	0
sp|Q9DCN2|NB5R3_MOUSE	18424	15635	13329	2646.6	3894.9	3146.8	15176	0	14500	237090	15516	16335	15383	4583.6	3876.5	4608.4	17671	0	17453	258290	17415	14696	13620	3518.2	4668.5	3509.4	14888	4996.3	14336	223190	14681	15364	15383	5362.4	4734.2	4997	17319	4796.7	17230	243140
sp|Q9DCS3|MECR_MOUSE	328.22	567.41	277.6	273.83	282.78	428.05	307.42	0	405.59	8322.4	0	0	0	0	0	0	0	0	0	0	310.39	534.34	282.55	301.56	287.1	432.48	314.44	0	396.03	7836.6	0	0	0	0	0	0	0	0	0	0
sp|Q9DCT2|NDUS3_MOUSE	0	268.28	0	0	266.66	0	0	0	0	7211.1	430.61	503.48	640.32	0	380.03	469.73	275.94	0	234.16	5629.3	0	251.91	0	0	251.09	0	0	0	0	7000	408.25	472.75	629.32	0	399.51	454.58	284.74	0	232.82	5300.6
sp|Q9DCW4|ETFB_MOUSE	10222	10640	10747	8042	8943.2	7699.1	16493	0	14790	254420	7889.7	6412.3	6929.3	2775	2795.1	2746.6	10048	61.452	9055.4	125180	9673.2	10037	10784	8410.3	9256.5	8060.6	16380	4154.7	14666	239590	7462	6036.7	6991.2	3040.7	3092.5	2923.2	9840.4	2114.1	8931.3	117850
sp|Q9DCX2|ATP5H_MOUSE	4735.2	5622.2	4448.7	4212.3	4464	4730.9	5860	0	6543.6	123610	1057.7	1016.2	732.3	793.13	822.19	420.43	829.58	0	999.87	16952	4479.6	5303.1	4497.6	4419.4	4541.1	4881.7	5916.6	2782.1	6400.3	116370	999.6	958.72	757.21	821.99	829.32	463.12	848.75	405.58	979.35	15959
sp|Q9DCZ4|MIC26_MOUSE	0	0	0	0	0	0	0	0	0	0	0	308.91	291.67	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	0	0	290.05	273.36	0	0	0	0	0	0	2203.3
sp|Q9EP71|RAI14_MOUSE	0	0	0	0	0	0	0	0	0	387.52	510.96	331.33	349.97	0	0	0	338.71	0	520.54	9152.2	0	0	0	0	0	0	0	0	0	387.52	482.89	311.11	358.01	0	0	0	333.49	0	505.9	8617.9
sp|Q9EPC1|PARVA_MOUSE	699.39	0	597.12	0	0	0	1144.2	0	724.99	12224	815.05	757.7	789.23	0	0	248.8	1090.5	230.84	1394.8	12286	661.42	0	601.99	0	0	0	1098.3	0	733.13	11511	771.15	711.46	788.59	0	0	261.19	1066	602.43	1363.3	11574
sp|Q9EPL8|IPO7_MOUSE	399.43	469.08	568.54	1684.1	1466.1	2118.2	822.93	0	963.65	23811	0	0	0	0	0	0	0	0	0	0	377.38	446.63	572.54	1662	1425.9	2121.1	872.41	724.44	944.87	22419	0	0	0	0	0	0	0	0	0	0
sp|Q9EPU0|RENT1_MOUSE	0	307.41	771.5	717.9	467.85	456.28	915.95	0	674.54	15889	454.06	569.2	274.35	708.5	669.11	637.83	648.54	0	687.04	14948	0	288.65	724.78	689.1	440.88	475.28	871.59	0	660.41	14984	428.99	538.5	291.38	717.83	655.45	660.11	662.2	387.73	676.27	14128
sp|Q9EQH2|ERAP1_MOUSE	0	0	0	301.73	0	0	0	0	0	2570.2	0	0	0	0	0	0	0	0	0	0	0	0	0	286.54	0	0	0	0	0	2420.2	0	0	0	0	0	0	0	0	0	0
sp|Q9EQH3|VPS35_MOUSE	684.67	274.05	750.15	1618.3	999.68	1285.8	1407.4	0	1390.7	32208	0	387.34	452.61	0	564.72	714.04	757	0	593.2	12376	646.82	262.47	727.76	1568.6	1000.8	1317.4	1389.7	0	1372.9	30403	0	363.7	427.68	0	569.02	698.2	756.85	0	592.26	11654
sp|Q9EQK5|MVP_MOUSE	859.07	762.67	0	920.08	1151.5	1107.4	711.35	0	692.69	18381	400.31	564.53	453.62	719.82	880.56	698.69	915.85	0	582.11	15777	809.68	721.36	0	938.11	1094.3	1121.2	744.72	510.41	684.27	17306	379	532.43	458.51	729.27	865.19	699.93	921.42	312.45	577.66	14854
sp|Q9EQQ2|YIPF5_MOUSE	0	0	0	0	0	0	0	0	0	0	764.43	843.07	579.16	629.69	922.05	827.55	609.53	0	934.33	15733	0	0	0	0	0	0	0	0	0	0	722.65	795.2	597.44	662.75	911.34	838.19	644.35	373.47	908.13	14811
sp|Q9EQU5|SET_MOUSE	6444.3	9309.8	7723.8	16885	21534	19215	6495.4	168.06	8360.1	262050	1457.9	1177.5	1672.9	3537.3	4069.2	3686.1	1951.3	78.557	2620.8	51281	6101.5	8837.8	7844.6	16881	20827	19402	7311.5	6857.8	8148.3	246740	1380.4	1115.7	1685.8	3490.3	3958.7	3733.8	2061.9	1324.3	2543.3	48279
