Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P04406	1881.5	2217.3	3512.5	4672.6	2668.7	4703	7606.5	2811.9	3128.6	71306	1881.5	2217.3	3512.5	4672.6	2668.7	4703	7606.5	2811.9	3128.6	71306
P04792	837.68	1106.9	1510.9	2060.3	1260.7	2812.8	3335.7	1122.7	1684.9	32771	837.68	1106.9	1510.9	2060.3	1260.7	2812.8	3335.7	1122.7	1684.9	32771
P05089	471.92	390.61	678.4	1169.2	377.65	861.8	1668	84.209	647.56	2206.8	471.92	390.61	678.4	1169.2	377.65	861.8	1668	84.209	647.56	2206.8
P05109	96.11	144.51	145.23	151.01	202.62	352.44	315.42	20.834	231.55	321.95	96.11	144.51	145.23	151.01	202.62	352.44	315.42	20.834	231.55	321.95
P05120	57.833	37.823	69.854	120.91	82.061	192.73	193.81	66.158	98.953	1905.5	57.833	37.823	69.854	120.91	82.061	192.73	193.81	66.158	98.953	1905.5
P05204;Q15651	262.58	661.35	388.43	576.14	648.61	559.66	945.04	583.03	467.04	15570	262.58	661.35	388.43	576.14	648.61	559.66	945.04	583.03	467.04	15570
P05387	398.78	296.59	619.05	981.31	607.79	1043.8	1612.4	536.53	952.01	13309	398.78	296.59	619.05	981.31	607.79	1043.8	1612.4	536.53	952.01	13309
Q8NHW5;P05388	100.43	174.93	169.19	203.69	156.14	172.8	926.18	106.08	186.62	2386.1	100.43	174.93	169.19	203.69	156.14	172.8	926.18	106.08	186.62	2386.1
P05455	58.989	102.32	89.65	102.66	92.228	144.09	278.47	127.36	107.97	3031.4	58.989	102.32	89.65	102.66	92.228	144.09	278.47	127.36	107.97	3031.4
P05496;Q06055;P48201	142.66	237.01	156.53	267.34	208.65	321.81	480.9	112.54	163.31	2355.5	142.66	237.01	156.53	267.34	208.65	321.81	480.9	112.54	163.31	2355.5
P06454	204.1	215.61	255.01	245.81	270.99	339.9	548.45	153.1	271.16	5312.6	204.1	215.61	255.01	245.81	270.99	339.9	548.45	153.1	271.16	5312.6
P06702	649.24	940.29	2292.6	1889.1	2118.4	2075.2	5457.3	264.01	1792.5	4025.8	649.24	940.29	2292.6	1889.1	2118.4	2075.2	5457.3	264.01	1792.5	4025.8
P06733;P13929;P09104	4014.7	6714.1	6710.3	9285.8	5985.1	10313	15934	5763.4	6812	134430	4014.7	6714.1	6710.3	9285.8	5985.1	10313	15934	5763.4	6812	134430
P06744;CON__Q3ZBD7	258.65	263.8	471.54	674.74	403.19	773.93	2242.2	230.95	678.44	8290.3	258.65	263.8	471.54	674.74	403.19	773.93	2242.2	230.95	678.44	8290.3
P06748	445.89	551.25	685.24	765.38	763.75	749.15	1884.5	1207.5	971.9	26967	445.89	551.25	685.24	765.38	763.75	749.15	1884.5	1207.5	971.9	26967
P06753;CON__Q3SX28;P67936;P09493;P07951	434.22	384.65	663.88	941.86	553.94	1117.6	1471.5	656.24	703.12	14136	434.22	384.65	663.88	941.86	553.94	1117.6	1471.5	656.24	703.12	14136
Q16778;P33778;P23527;P06899;Q8N257;Q6DRA6;Q6DN03	85.675	69.233	176.01	182.82	132.73	241.21	526.51	135.14	186.53	4998.7	85.675	69.233	176.01	182.82	132.73	241.21	526.51	135.14	186.53	4998.7
P07195	213.59	314.47	366.83	444.8	340.14	502.27	901.99	829.6	520.23	22023	213.59	314.47	366.83	444.8	340.14	502.27	901.99	829.6	520.23	22023
P07237	1537.9	1405.5	1774.1	2812.3	1946	3192.6	4310.8	2143	2357.7	59117	1537.9	1405.5	1774.1	2812.3	1946	3192.6	4310.8	2143	2357.7	59117
P07339	84.499	70.817	143.11	307.31	117.41	228.38	312.17	65.187	191.59	2527.7	84.499	70.817	143.11	307.31	117.41	228.38	312.17	65.187	191.59	2527.7
P07437;Q9BVA1;Q13885;Q13509;CON__ENSEMBL:ENSBTAP00000025008;A6NNZ2;Q9BUF5;Q9H4B7	38.541	84.84	25.627	205.84	58.003	195.09	346.47	65.082	226.64	3270.5	38.541	84.84	25.627	205.84	58.003	195.09	346.47	65.082	226.64	3270.5
P07737;CON__P02584	481.08	660.87	781.76	1326.1	907.9	1901.3	2304.7	497.76	1028.3	17525	481.08	660.87	781.76	1326.1	907.9	1901.3	2304.7	497.76	1028.3	17525
P07900;Q14568;Q58FF6;Q58FG0;Q58FG1	457.98	872.55	580.24	764.96	695.01	658.46	1468	411.68	512.62	9341.8	457.98	872.55	580.24	764.96	695.01	658.46	1468	411.68	512.62	9341.8
P07910;P0DMR1;O60812;B7ZW38;B2RXH8	829.01	886.18	1033.8	1161.1	1128.7	1364.5	2281.6	1031.1	1035.8	27519	829.01	886.18	1033.8	1161.1	1128.7	1364.5	2281.6	1031.1	1035.8	27519
P08123	508.18	592.41	471.06	2570.2	928.44	534.6	6991.8	92.748	692.3	2769.7	508.18	592.41	471.06	2570.2	928.44	534.6	6991.8	92.748	692.3	2769.7
P08133	335.43	485.46	402.96	563.83	470.3	500.63	977.54	472.04	446.95	12956	335.43	485.46	402.96	563.83	470.3	500.63	977.54	472.04	446.95	12956
P08238;Q58FF7	1556.4	3138.3	2199.3	3023.4	2751.9	3448.8	6040.2	2662.7	2803.9	75340	1556.4	3138.3	2199.3	3023.4	2751.9	3448.8	6040.2	2662.7	2803.9	75340
P08311	100.83	270.74	208.7	282.86	260.64	260.32	464.5	483.24	245.12	11560	100.83	270.74	208.7	282.86	260.64	260.32	464.5	483.24	245.12	11560
P08865	96.881	86.657	225.29	286.02	142.34	338.12	398.68	35.254	352.15	2651	96.881	86.657	225.29	286.02	142.34	338.12	398.68	35.254	352.15	2651
P09012;P08579	235.19	285.53	349.76	518.18	410.53	454.69	991.78	308.86	512.57	7651.9	235.19	285.53	349.76	518.18	410.53	454.69	991.78	308.86	512.57	7651.9
P09211	279.03	220.25	366.59	815.12	315.15	868.22	1076.3	1079.9	686.83	28512	279.03	220.25	366.59	815.12	315.15	868.22	1076.3	1079.9	686.83	28512
P09429	342.7	895.79	416.85	662.25	702.91	664.12	1178	1058.1	674.5	31848	342.7	895.79	416.85	662.25	702.91	664.12	1178	1058.1	674.5	31848
P09622	294.62	398.56	385.53	452.99	469.76	456.2	1138.2	267.63	448.78	7211.9	294.62	398.56	385.53	452.99	469.76	456.2	1138.2	267.63	448.78	7211.9
P09651;Q32P51	210.6	197.25	251.4	385.21	283.59	500.17	1286.8	310.56	354.29	10146	210.6	197.25	251.4	385.21	283.59	500.17	1286.8	310.56	354.29	10146
Q71UI9;P0C0S5	89.751	63.672	111.9	237.96	161.56	212.1	290.95	136.77	184.66	6010.8	89.751	63.672	111.9	237.96	161.56	212.1	290.95	136.77	184.66	6010.8
P62987;P62979;P0CG47;P0CG48	1546.4	1548.4	1959.8	6185.8	2787.3	3623.4	6184	1061.9	2370.3	31961	1546.4	1548.4	1959.8	6185.8	2787.3	3623.4	6184	1061.9	2370.3	31961
Q01105;P0DME0	92.586	65.751	113.05	244.73	144.88	315.41	324.65	86.37	168.49	4229.6	92.586	65.751	113.05	244.73	144.88	315.41	324.65	86.37	168.49	4229.6
P0DMV9;P0DMV8	126.28	123.29	176.39	171.88	200.7	328.09	251.84	110.2	127.11	2345.2	126.28	123.29	176.39	171.88	200.7	328.09	251.84	110.2	127.11	2345.2
P0DP25;P0DP24;P0DP23	181.57	203.68	326.37	873.14	316.03	488.95	747.75	358.68	425.62	12373	181.57	203.68	326.37	873.14	316.03	488.95	747.75	358.68	425.62	12373
P0DPH8;P0DPH7;Q9BQE3;Q71U36;P68363;P68366;Q6PEY2;Q9NY65	870.09	1019.3	1337.6	1907.9	1278.5	2854.2	3061.2	2077.9	1876.5	55345	870.09	1019.3	1337.6	1907.9	1278.5	2854.2	3061.2	2077.9	1876.5	55345
P10412;P16402	1499	2311.5	1806.9	2916.9	2347.1	3272.3	5782.3	4366.2	2693.1	116280	1499	2311.5	1806.9	2916.9	2347.1	3272.3	5782.3	4366.2	2693.1	116280
P10599	301.43	374.58	827.12	1719.4	647.22	703.34	2143	370.71	454.52	7801.6	301.43	374.58	827.12	1719.4	647.22	703.34	2143	370.71	454.52	7801.6
P10809	1529.5	1788.5	1946.3	2778	2171.7	2881.9	4924.3	2335.3	2700.7	60196	1529.5	1788.5	1946.3	2778	2171.7	2881.9	4924.3	2335.3	2700.7	60196
P11021	846.2	851.47	1186.8	1963.2	1221.3	2013.8	3577.6	770.8	1793.7	20185	846.2	851.47	1186.8	1963.2	1221.3	2013.8	3577.6	770.8	1793.7	20185
P11142;P54652;P34931	3807.5	5436.6	5779.1	7940.1	5544	9049.4	13920	9462.4	7521.1	283740	3807.5	5436.6	5779.1	7940.1	5544	9049.4	13920	9462.4	7521.1	283740
P11940;Q13310	43.128	38.216	38.351	161.41	40.822	153.18	240.01	55.854	110.66	1225.3	43.128	38.216	38.351	161.41	40.822	153.18	240.01	55.854	110.66	1225.3
P12004	259.66	311.49	317.52	425.5	342.17	692.35	683.81	514.11	470.24	14505	259.66	311.49	317.52	425.5	342.17	692.35	683.81	514.11	470.24	14505
P12268;P20839	258.24	252.91	382.33	481.44	391.53	614.88	829.34	245.03	355.73	4847.8	258.24	252.91	382.33	481.44	391.53	614.88	829.34	245.03	355.73	4847.8
P12273	191.49	265.01	272.91	344.29	230.3	556.28	397.65	61.91	296.82	1129.3	191.49	265.01	272.91	344.29	230.3	556.28	397.65	61.91	296.82	1129.3
P12956	159.94	235.4	491.68	451.18	381.02	958.68	948.93	216.59	463.79	5571.3	159.94	235.4	491.68	451.18	381.02	958.68	948.93	216.59	463.79	5571.3
P13489	57.275	113.9	114.13	164.83	163.73	193.32	344.35	155.12	192.69	3999.5	57.275	113.9	114.13	164.83	163.73	193.32	344.35	155.12	192.69	3999.5
P13639	600.93	807.46	939.12	1189.4	892.28	1378.5	2259.7	891.86	1085.4	20247	600.93	807.46	939.12	1189.4	892.28	1378.5	2259.7	891.86	1085.4	20247
P13667	0	66.248	41.318	25.439	63.129	40.471	86.433	0	26.249	160.73	0	66.248	41.318	25.439	63.129	40.471	86.433	0	26.249	160.73
P13796	536.45	474.44	682.02	861.88	701.06	1303.8	1723.8	672.88	828.67	17120	536.45	474.44	682.02	861.88	701.06	1303.8	1723.8	672.88	828.67	17120
P13798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14324	70.902	54.369	106.12	94.571	89.505	119.96	231.33	23.932	80.788	1253.9	70.902	54.369	106.12	94.571	89.505	119.96	231.33	23.932	80.788	1253.9
P14618;P30613	1615.9	1757.5	2318.9	3798.5	2317	4381.4	5981.6	2474.6	3107	69350	1615.9	1757.5	2318.9	3798.5	2317	4381.4	5981.6	2474.6	3107	69350
P14625;Q58FF3	387.21	532.23	440.7	783.02	566.54	694.95	1115.3	414.44	593.26	13142	387.21	532.23	440.7	783.02	566.54	694.95	1115.3	414.44	593.26	13142
P14866	154.19	128.36	117.55	210.57	184.79	315.69	357.9	125.78	213.62	4012.6	154.19	128.36	117.55	210.57	184.79	315.69	357.9	125.78	213.62	4012.6
P14923	347.23	319.08	1357.2	873.59	556.78	1264.4	3033.6	153.76	961.76	3217.8	347.23	319.08	1357.2	873.59	556.78	1264.4	3033.6	153.76	961.76	3217.8
P63000;P60763;P15153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15924	772.4	864.62	2528.7	2889	1477	3787.6	6647.8	265.81	1877.2	7739.4	772.4	864.62	2528.7	2889	1477	3787.6	6647.8	265.81	1877.2	7739.4
P16401	48.975	51.511	100.47	134.35	127.62	191.89	399.47	95.335	97.382	2862.3	48.975	51.511	100.47	134.35	127.62	191.89	399.47	95.335	97.382	2862.3
P16403;Q02539;P22492	277.48	706.61	447.44	545.92	557.87	463.77	978.54	596.18	485.06	17076	277.48	706.61	447.44	545.92	557.87	463.77	978.54	596.18	485.06	17076
P16949	119.88	61.118	101.08	228.98	128.14	200.76	345.66	81.841	130.69	2359.8	119.88	61.118	101.08	228.98	128.14	200.76	345.66	81.841	130.69	2359.8
P17066;P48741	73.842	97.449	117.13	167.16	141.03	171.58	299.06	208	147.1	3851.7	73.842	97.449	117.13	167.16	141.03	171.58	299.06	208	147.1	3851.7
P17844;Q92841	79.46	56.214	106.56	146	120.83	163.2	241.84	57.355	103.37	1410.6	79.46	56.214	106.56	146	120.83	163.2	241.84	57.355	103.37	1410.6
P17987	42.767	84.363	64.979	137.5	87.578	140.49	167.66	0	154.7	932.52	42.767	84.363	64.979	137.5	87.578	140.49	167.66	0	154.7	932.52
P18124	88.819	94.61	107.67	166.82	88.889	160.02	234.46	131.33	163.83	2360	88.819	94.61	107.67	166.82	88.889	160.02	234.46	131.33	163.83	2360
P18621	55.482	59.246	57.307	108.01	97.858	111.74	299.11	179.79	128.47	4109	55.482	59.246	57.307	108.01	97.858	111.74	299.11	179.79	128.47	4109
P19338	766.72	648.12	1068.1	1425.6	855.51	2079.2	2423.7	942.58	1343.5	22998	766.72	648.12	1068.1	1425.6	855.51	2079.2	2423.7	942.58	1343.5	22998
P22087	62.072	50.535	74.699	89.069	106.37	95.683	202.4	78.65	96.126	1718.9	62.072	50.535	74.699	89.069	106.37	95.683	202.4	78.65	96.126	1718.9
P22314	347.27	990.13	919.23	607.18	392.11	1335.5	1123.6	89.398	966.73	4283.4	347.27	990.13	919.23	607.18	392.11	1335.5	1123.6	89.398	966.73	4283.4
P22626	487.75	409.39	728.21	950.51	635.6	1116	2078.9	811.44	1055.1	24590	487.75	409.39	728.21	950.51	635.6	1116	2078.9	811.44	1055.1	24590
P23246	101.84	65.609	88.345	142	143.29	200.58	313.38	79.912	121.01	2218.9	101.84	65.609	88.345	142	143.29	200.58	313.38	79.912	121.01	2218.9
P23284	253.31	188.84	302.9	476.82	191.21	546.25	805.33	450.6	445.9	12686	253.31	188.84	302.9	476.82	191.21	546.25	805.33	450.6	445.9	12686
P23396	506.7	497.71	848.93	1227.1	796.47	1475.9	2359.3	604.04	1343.2	17848	506.7	497.71	848.93	1227.1	796.47	1475.9	2359.3	604.04	1343.2	17848
P23528	322	296.82	383.75	648.97	452.42	640.76	1310.1	195.31	545.59	7090.8	322	296.82	383.75	648.97	452.42	640.76	1310.1	195.31	545.59	7090.8
P23588	54.078	59.005	85.695	115.38	108.28	137.42	264.94	155.83	104.47	5028.3	54.078	59.005	85.695	115.38	108.28	137.42	264.94	155.83	104.47	5028.3
P24534	128.87	74.318	160.91	299.14	150.75	288.37	377.8	133.88	180.22	2999.3	128.87	74.318	160.91	299.14	150.75	288.37	377.8	133.88	180.22	2999.3
P25398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26038;P35241;P15311	933.5	1365.7	1635.8	2143.8	1636	2503.3	4086.7	1537.6	1993.8	38848	933.5	1365.7	1635.8	2143.8	1636	2503.3	4086.7	1537.6	1993.8	38848
P26373	306.19	431.51	406.92	462.13	411.57	505.16	782.37	366.16	475.7	10790	306.19	431.51	406.92	462.13	411.57	505.16	782.37	366.16	475.7	10790
P26447	120.37	152.83	332.11	185.89	191.08	213.44	401.85	256.51	385.61	4149.5	120.37	152.83	332.11	185.89	191.08	213.44	401.85	256.51	385.61	4149.5
P26641	336.41	448.99	494.48	636.5	614.41	566.06	1370.1	361.12	592.53	9569.5	336.41	448.99	494.48	636.5	614.41	566.06	1370.1	361.12	592.53	9569.5
P27797	201.8	238.93	266.39	433.49	280.95	464.62	1047.8	1053.4	597.04	25995	201.8	238.93	266.39	433.49	280.95	464.62	1047.8	1053.4	597.04	25995
P28066	48.824	49.905	145.23	75.928	68.038	291.53	295.07	46.734	84.53	898.25	48.824	49.905	145.23	75.928	68.038	291.53	295.07	46.734	84.53	898.25
P29401	581.73	680.85	892.34	1393.5	703.53	1100.4	1721.7	526.51	855.13	13305	581.73	680.85	892.34	1393.5	703.53	1100.4	1721.7	526.51	855.13	13305
P30041	36.304	57.631	76.7	112.97	57.661	110.91	152.81	0	74.754	836.44	36.304	57.631	76.7	112.97	57.661	110.91	152.81	0	74.754	836.44
P30050	110.4	107.56	124.53	145.59	112.7	195.39	177.5	123.49	169.48	3030.9	110.4	107.56	124.53	145.59	112.7	195.39	177.5	123.49	169.48	3030.9
P30086	391.92	477.42	527.25	1363.7	744.58	1146.9	1784.3	545.99	885.11	12792	391.92	477.42	527.25	1363.7	744.58	1146.9	1784.3	545.99	885.11	12792
P30101	650.99	532.95	844.06	1120.2	916.32	1545.7	2313.9	793.38	1071.1	22022	650.99	532.95	844.06	1120.2	916.32	1545.7	2313.9	793.38	1071.1	22022
P30533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31025;Q5VSP4	214.07	286.67	273.7	474.3	346.19	562.13	556.18	97.674	493.41	1657.6	214.07	286.67	273.7	474.3	346.19	562.13	556.18	97.674	493.41	1657.6
P31146	324.47	427.1	447.09	698.19	577.86	585.62	1337.9	654.28	799.64	20337	324.47	427.1	447.09	698.19	577.86	585.62	1337.9	654.28	799.64	20337
P31151;Q86SG5	682.47	755.8	1103.5	1739.7	2071.7	1913.1	2701.5	176.44	1702	4222.3	682.47	755.8	1103.5	1739.7	2071.7	1913.1	2701.5	176.44	1702	4222.3
P52597;P55795;P31943	161.31	388.51	171.52	318.09	220.73	242.3	438.04	50.252	199.74	959.46	161.31	388.51	171.52	318.09	220.73	242.3	438.04	50.252	199.74	959.46
P31944	65.28	45.896	83.849	435.25	118.5	198.63	285.12	28.777	181.99	672.39	65.28	45.896	83.849	435.25	118.5	198.63	285.12	28.777	181.99	672.39
P31947	189.57	157.7	193.27	224.23	199.64	376.12	354.18	314.31	250.75	9373.4	189.57	157.7	193.27	224.23	199.64	376.12	354.18	314.31	250.75	9373.4
P32119	301.58	293.69	570.6	854.19	527.68	667.22	1697	154.76	590.68	3453.6	301.58	293.69	570.6	854.19	527.68	667.22	1697	154.76	590.68	3453.6
P32969	365.03	445.13	552.21	979.89	601.56	1191	1748.6	495.56	794.88	12954	365.03	445.13	552.21	979.89	601.56	1191	1748.6	495.56	794.88	12954
P33316	102.35	122.78	326.56	235.32	225.01	330.52	1059.6	46.592	271.33	1889.5	102.35	122.78	326.56	235.32	225.01	330.52	1059.6	46.592	271.33	1889.5
P35268	86.862	93.595	120.09	178.86	120.52	160.18	491.82	139.61	124.32	4607	86.862	93.595	120.09	178.86	120.52	160.18	491.82	139.61	124.32	4607
P35527;CON__P35527	14449	14992	89268	28543	30928	26005	326570	5379.9	38374	108370	14449	14992	89268	28543	30928	26005	326570	5379.9	38374	108370
P35579;REV__Q9UKV3	225.64	214.2	239.16	389.48	278.74	360.16	1239.9	161.88	344.69	3600.4	225.64	214.2	239.16	389.48	278.74	360.16	1239.9	161.88	344.69	3600.4
P35637;Q92804	78.172	35.038	97.925	96.265	106.8	135.65	205.16	90.341	128.48	2628.2	78.172	35.038	97.925	96.265	106.8	135.65	205.16	90.341	128.48	2628.2
P36578	525.33	837.93	629.52	1068.5	876.73	897.86	2424.1	688.3	902.04	18138	525.33	837.93	629.52	1068.5	876.73	897.86	2424.1	688.3	902.04	18138
P37837	202.63	202.29	276.67	314.81	254.36	320.11	772.89	176.22	320.99	4878.6	202.63	202.29	276.67	314.81	254.36	320.11	772.89	176.22	320.99	4878.6
P38646	269.52	149.63	199.14	435.73	216.19	474.78	823.77	228.77	360.05	4727.5	269.52	149.63	199.14	435.73	216.19	474.78	823.77	228.77	360.05	4727.5
P39019	133.78	254.76	298.7	343.35	371.85	394.36	780.56	288.57	375.6	10659	133.78	254.76	298.7	343.35	371.85	394.36	780.56	288.57	375.6	10659
P39023;Q92901	104.42	144.84	178.64	276.52	192.63	284.92	379.02	243.92	179.67	6993.6	104.42	144.84	178.64	276.52	192.63	284.92	379.02	243.92	179.67	6993.6
P40121	170.42	275.17	320.09	336.85	379.8	367.08	795.3	173.24	376.4	5473.1	170.42	275.17	320.09	336.85	379.8	367.08	795.3	173.24	376.4	5473.1
P40227	174.08	123.9	177.39	329.97	182.72	448.96	552.64	159.2	247.24	5465.2	174.08	123.9	177.39	329.97	182.72	448.96	552.64	159.2	247.24	5465.2
P40429	60.906	80.233	59.414	103.2	73.212	126.66	144.26	46.369	84.337	1504.7	60.906	80.233	59.414	103.2	73.212	126.66	144.26	46.369	84.337	1504.7
P40925	270.89	328.38	370.88	876.62	430.43	946.43	1335.5	526.19	675.53	14564	270.89	328.38	370.88	876.62	430.43	946.43	1335.5	526.19	675.53	14564
P40926	429.38	379.88	556.25	975.39	557.58	680.06	2032.7	560.48	682.98	15685	429.38	379.88	556.25	975.39	557.58	680.06	2032.7	560.48	682.98	15685
P42766	118.21	112.63	228.12	169.76	115.45	400.04	552.64	222.58	237.31	7278.9	118.21	112.63	228.12	169.76	115.45	400.04	552.64	222.58	237.31	7278.9
P46776	37.015	53.568	55.673	45.998	52.84	66.935	176.46	62.75	58.34	1820	37.015	53.568	55.673	45.998	52.84	66.935	176.46	62.75	58.34	1820
P46777	128.14	174.83	149.88	287.57	180.88	228.24	315.53	140.57	177.78	3264.2	128.14	174.83	149.88	287.57	180.88	228.24	315.53	140.57	177.78	3264.2
P46778	218.42	247.11	381.53	347.05	267.55	400.77	895.3	477.65	422.48	10271	218.42	247.11	381.53	347.05	267.55	400.77	895.3	477.65	422.48	10271
P46783;Q9NQ39	161.37	211.07	170.34	241.57	235.69	397.95	454.15	0	251.52	1604.4	161.37	211.07	170.34	241.57	235.69	397.95	454.15	0	251.52	1604.4
P47914	56.004	197.33	159.06	133.99	123.16	169.5	447.3	41.088	144.6	1229.6	56.004	197.33	159.06	133.99	123.16	169.5	447.3	41.088	144.6	1229.6
P48643	309.22	404.95	426.38	570.98	501.94	750.31	1010.4	352.88	468.42	9795.5	309.22	404.95	426.38	570.98	501.94	750.31	1010.4	352.88	468.42	9795.5
P49207	121.58	147.03	255.68	530.1	129.1	932.75	449.89	270.97	212	3986.2	121.58	147.03	255.68	530.1	129.1	932.75	449.89	270.97	212	3986.2
P49327	54.097	68.014	39.845	39.288	53.177	118.83	125.75	36.436	70.231	830.02	54.097	68.014	39.845	39.288	53.177	118.83	125.75	36.436	70.231	830.02
P49368	240.13	181	191.82	358.56	314.94	671.77	694.76	37.868	980.95	1405.3	240.13	181	191.82	358.56	314.94	671.77	694.76	37.868	980.95	1405.3
P50990	288.18	250.23	388.12	440.51	324.19	475.56	1291.7	293.57	435.66	8917.8	288.18	250.23	388.12	440.51	324.19	475.56	1291.7	293.57	435.66	8917.8
P50991	0	68.475	60.298	63.294	69.371	41.394	141.49	0	65.522	431.34	0	68.475	60.298	63.294	69.371	41.394	141.49	0	65.522	431.34
P51149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51858	0	21.123	32.631	34.305	34.359	0	67.548	0	48.159	489.27	0	21.123	32.631	34.305	34.359	0	67.548	0	48.159	489.27
P51991	371.08	391.37	320.66	587.95	559.75	631.04	1420.4	540.8	681.81	13037	371.08	391.37	320.66	587.95	559.75	631.04	1420.4	540.8	681.81	13037
P52209	131.5	261.26	167.76	296.61	202.46	328.49	629.47	123.87	256.88	3618.3	131.5	261.26	167.76	296.61	202.46	328.49	629.47	123.87	256.88	3618.3
P52566	140.27	182.27	293.6	294.61	278.64	383.47	806.58	369.61	393.2	7746.6	140.27	182.27	293.6	294.61	278.64	383.47	806.58	369.61	393.2	7746.6
P53999	101.31	139.26	164.19	144.61	226.69	245.45	314.39	77.413	214.67	2408.5	101.31	139.26	164.19	144.61	226.69	245.45	314.39	77.413	214.67	2408.5
P54819	163.39	109.95	123.81	376.47	207.57	399.3	667.39	132.72	226.79	3549.1	163.39	109.95	123.81	376.47	207.57	399.3	667.39	132.72	226.79	3549.1
P55072	110.11	99.358	243.93	213.44	164.41	297.34	413.07	69.256	184.55	2086.8	110.11	99.358	243.93	213.44	164.41	297.34	413.07	69.256	184.55	2086.8
P55209	105.31	20.223	176.56	274.85	90.767	550.1	475.71	66.32	220.64	1636.1	105.31	20.223	176.56	274.85	90.767	550.1	475.71	66.32	220.64	1636.1
Q15365;Q15366;P57721;P57723	53.25	111.59	134.53	203.27	170.52	295.58	477.58	209.98	241.16	5533.6	53.25	111.59	134.53	203.27	170.52	295.58	477.58	209.98	241.16	5533.6
P59998	96.539	93.287	88.378	163.06	131.12	383.87	262.91	90.607	205.16	2653.1	96.539	93.287	88.378	163.06	131.12	383.87	262.91	90.607	205.16	2653.1
P60174	549.79	957.13	940.52	1373.7	1047.1	1276.2	2551.5	1177.7	974.29	25975	549.79	957.13	940.52	1373.7	1047.1	1276.2	2551.5	1177.7	974.29	25975
P63261;P60709;Q562R1;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39	3075.7	4014.8	3590.5	6085.2	4785	6279	8259.8	4429.5	4572.7	111320	3075.7	4014.8	3590.5	6085.2	4785	6279	8259.8	4429.5	4572.7	111320
P60842;Q14240;P38919	373.75	334.96	768.04	922.99	520.52	1112.9	1896.6	381.91	965.44	12630	373.75	334.96	768.04	922.99	520.52	1112.9	1896.6	381.91	965.44	12630
P60866	145.31	228.12	224.4	356.08	275.38	325.75	622.93	101.01	222.33	3203.8	145.31	228.12	224.4	356.08	275.38	325.75	622.93	101.01	222.33	3203.8
P60900	36.092	44.393	59.105	119.6	39.463	70.667	225.03	43.714	66.71	1070.3	36.092	44.393	59.105	119.6	39.463	70.667	225.03	43.714	66.71	1070.3
P61247	213.09	233.37	279.75	354.93	290.19	325.71	881.56	219.14	441.63	6389.9	213.09	233.37	279.75	354.93	290.19	325.71	881.56	219.14	441.63	6389.9
P61313	128.17	124.04	136.74	247.34	200.76	525.36	485.16	108.82	259.05	2307.8	128.17	124.04	136.74	247.34	200.76	525.36	485.16	108.82	259.05	2307.8
P61604	348.43	334.18	425.86	678.93	408.49	784.24	951.41	492.36	504.69	16112	348.43	334.18	425.86	678.93	408.49	784.24	951.41	492.36	504.69	16112
P61626	77.832	67.762	93.265	180.83	126.32	224.72	654.24	44.035	167.2	1250.6	77.832	67.762	93.265	180.83	126.32	224.72	654.24	44.035	167.2	1250.6
P61978	215.25	283.09	332.91	486.8	438.87	574.63	1389.2	612	489.16	13149	215.25	283.09	332.91	486.8	438.87	574.63	1389.2	612	489.16	13149
P62081	181.43	297.06	210.65	501.53	297.43	427.49	759.69	439.68	317.34	10852	181.43	297.06	210.65	501.53	297.43	427.49	759.69	439.68	317.34	10852
P62241	177.03	190.33	278.99	388.39	231.26	344.66	1095.2	221.92	352.65	5931.1	177.03	190.33	278.99	388.39	231.26	344.66	1095.2	221.92	352.65	5931.1
P62258	176	133.71	158	301.19	291.33	304.31	551.37	172.98	208.54	5874.3	176	133.71	158	301.19	291.33	304.31	551.37	172.98	208.54	5874.3
P62263	111.64	119.79	125.7	59.065	156.05	126.59	348.56	134.16	90.184	2530.7	111.64	119.79	125.7	59.065	156.05	126.59	348.56	134.16	90.184	2530.7
P62269	225.56	242.38	540.04	489.19	376.9	728.43	1015.3	281.57	412.48	5209.4	225.56	242.38	540.04	489.19	376.9	728.43	1015.3	281.57	412.48	5209.4
P62277	173.67	141.01	214.78	279.54	272.36	375.17	467.59	118.22	275.04	3872.7	173.67	141.01	214.78	279.54	272.36	375.17	467.59	118.22	275.04	3872.7
