Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P12956	1130	567.87	1388.3	949.61	1919.3	1172.4	1641.9	1812	2288.7	54303	1130	567.87	1388.3	949.61	1919.3	1172.4	1641.9	1812	2288.7	54303
P13010	749.04	567.96	860.27	789.32	1524.9	654.95	1048.8	1224.5	1851.4	38754	749.04	567.96	860.27	789.32	1524.9	654.95	1048.8	1224.5	1851.4	38754
P13639	1896.5	1348	1943.6	1800.9	3838.2	1800.3	2984.2	4676	4694.4	131640	1896.5	1348	1943.6	1800.9	3838.2	1800.3	2984.2	4676	4694.4	131640
P13797;P13796;Q14651	341.54	261.74	351.41	355.17	634.55	421.75	332.64	942.16	924.87	22790	341.54	261.74	351.41	355.17	634.55	421.75	332.64	942.16	924.87	22790
P13804	780.35	425.91	735.33	623.72	4006.2	851.08	2140.9	1134	1096.7	24788	780.35	425.91	735.33	623.72	4006.2	851.08	2140.9	1134	1096.7	24788
P14406	0	0	27.724	23.891	74.854	49.659	0	0	73.289	2161.2	0	0	27.724	23.891	74.854	49.659	0	0	73.289	2161.2
P14618;P30613	3061.1	2679.6	3797	3861.2	5653.2	3375.8	4065	5801.5	7656.5	169870	3061.1	2679.6	3797	3861.2	5653.2	3375.8	4065	5801.5	7656.5	169870
P14625;Q58FF3	486.14	296.81	449.53	261.63	672.14	381.89	510.59	578.06	755.89	19527	486.14	296.81	449.53	261.63	672.14	381.89	510.59	578.06	755.89	19527
P63162;P14678	204.27	101.11	367.32	235.94	367.61	462.55	586.02	398.92	468.16	11055	204.27	101.11	367.32	235.94	367.61	462.55	586.02	398.92	468.16	11055
P14866	360.14	180.84	372.87	280.65	661.71	328.51	600.9	696.86	676.85	17533	360.14	180.84	372.87	280.65	661.71	328.51	600.9	696.86	676.85	17533
P14868	857.69	569.11	1101.5	842.86	1414	852.88	1215.7	799.67	1530.9	21045	857.69	569.11	1101.5	842.86	1414	852.88	1215.7	799.67	1530.9	21045
P14923	1587.1	747.92	2399	1111.5	4846.2	975.62	2362.8	637.2	2556.4	17343	1587.1	747.92	2399	1111.5	4846.2	975.62	2362.8	637.2	2556.4	17343
P15121	147.74	88.906	151.14	113.87	192.07	131.45	197.46	447.59	379.6	9805.8	147.74	88.906	151.14	113.87	192.07	131.45	197.46	447.59	379.6	9805.8
P15311;P26038;P35241	629.18	633.18	644.94	781.12	1068.6	745.5	764.45	1223.6	1360.3	33865	629.18	633.18	644.94	781.12	1068.6	745.5	764.45	1223.6	1360.3	33865
P15531	1322.6	675.11	1151.4	1471.8	3594	2160.6	2693.4	1056.7	1863.7	27762	1322.6	675.11	1151.4	1471.8	3594	2160.6	2693.4	1056.7	1863.7	27762
P15880	445.88	291.24	436.85	508.19	801.03	365.23	582.07	1116.3	891.97	35308	445.88	291.24	436.85	508.19	801.03	365.23	582.07	1116.3	891.97	35308
P15924	3962.2	1861.3	6786.3	3187.6	12436	2970.2	7033.9	1200.3	8101.3	31408	3962.2	1861.3	6786.3	3187.6	12436	2970.2	7033.9	1200.3	8101.3	31408
P15954	164.88	62.138	125.7	119.72	422.81	87.143	224.58	173.8	191.05	2889	164.88	62.138	125.7	119.72	422.81	87.143	224.58	173.8	191.05	2889
P16152	308.03	200.74	336.08	300.2	515.08	378.11	278.9	618.65	710.61	16480	308.03	200.74	336.08	300.2	515.08	378.11	278.9	618.65	710.61	16480
P16403;Q02539;P22492;P16401	2373.8	1856.4	2695	2318.3	8149.6	2370.8	4204.4	8981.8	4864.5	267380	2373.8	1856.4	2695	2318.3	8149.6	2370.8	4204.4	8981.8	4864.5	267380
P17066;P48741	151.48	102.42	200.22	129.67	447.97	122.04	234.46	167.75	188.31	5852	151.48	102.42	200.22	129.67	447.97	122.04	234.46	167.75	188.31	5852
P17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22694;P22612;P17612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17844;O15523	486.57	255.49	385.3	413.34	934.93	466	648.47	592.68	1027.2	22584	486.57	255.49	385.3	413.34	934.93	466	648.47	592.68	1027.2	22584
P17987	920.47	638.39	1678.4	827.03	2110.3	1134.5	1259.3	1634.9	2410.6	44007	920.47	638.39	1678.4	827.03	2110.3	1134.5	1259.3	1634.9	2410.6	44007
P18077	334.89	313.87	376.45	351.06	789.08	463.54	510.09	895.63	795.49	24324	334.89	313.87	376.45	351.06	789.08	463.54	510.09	895.63	795.49	24324
P18085	91.343	37.066	112.08	54.329	240.3	71.111	137.77	266.79	235.56	5883.9	91.343	37.066	112.08	54.329	240.3	71.111	137.77	266.79	235.56	5883.9
P18124	92.083	61.201	92.338	91.02	115.76	76.382	116.4	241.7	201.75	6212.7	92.083	61.201	92.338	91.02	115.76	76.382	116.4	241.7	201.75	6212.7
P18621	271.85	201.55	249.84	273.21	444.73	302.63	410.57	529.95	580.02	15918	271.85	201.55	249.84	273.21	444.73	302.63	410.57	529.95	580.02	15918
P18669;P15259;Q8N0Y7	519.63	225.8	359.96	381.4	1096.3	402.51	814.53	405.16	750.08	13847	519.63	225.8	359.96	381.4	1096.3	402.51	814.53	405.16	750.08	13847
P18858	0	22.904	39.866	76.556	76.9	70.044	56.498	31.99	62.697	499.46	0	22.904	39.866	76.556	76.9	70.044	56.498	31.99	62.697	499.46
P19338	1353.5	931.59	1300.3	1446.9	2461.5	1304.5	1815.6	2851.6	2781.5	76043	1353.5	931.59	1300.3	1446.9	2461.5	1304.5	1815.6	2851.6	2781.5	76043
P20042	257.99	86.713	199.08	159.24	302.98	161.82	271.38	254	383.78	7150.4	257.99	86.713	199.08	159.24	302.98	161.82	271.38	254	383.78	7150.4
P20290	273.05	113.13	379.07	287.62	932.61	318.94	421.23	617.68	623.59	16853	273.05	113.13	379.07	287.62	932.61	318.94	421.23	617.68	623.59	16853
Q9NRW1;P20340;Q14964	86.256	88.206	144.55	90.038	223.55	83.62	92.663	318.07	292.81	6918.8	86.256	88.206	144.55	90.038	223.55	83.62	92.663	318.07	292.81	6918.8
P20618	162.96	143.89	148.04	135.39	209.92	87.992	234.41	96.16	196.47	3028.9	162.96	143.89	148.04	135.39	209.92	87.992	234.41	96.16	196.47	3028.9
P20700	77.244	26.79	60.336	73.314	139.04	71.323	82.653	125.56	164.1	4080.5	77.244	26.79	60.336	73.314	139.04	71.323	82.653	125.56	164.1	4080.5
P21266	40.529	32.505	108.34	64.767	109.93	84.401	85.764	160.7	166.81	7463	40.529	32.505	108.34	64.767	109.93	84.401	85.764	160.7	166.81	7463
P21796	231.67	103.23	275.82	224.89	411.24	187.66	250.04	381.82	377.63	15017	231.67	103.23	275.82	224.89	411.24	187.66	250.04	381.82	377.63	15017
P21912	221.49	79.606	156.98	168.99	270.22	149.83	198.33	282.35	405.71	8520.7	221.49	79.606	156.98	168.99	270.22	149.83	198.33	282.35	405.71	8520.7
P22087	194.87	72.656	118.51	89.566	252.02	130.68	263.84	136.18	190.67	5414	194.87	72.656	118.51	89.566	252.02	130.68	263.84	136.18	190.67	5414
P22102	194.28	259.78	225.74	303.88	419.11	284.8	481.65	225.28	418.95	7069	194.28	259.78	225.74	303.88	419.11	284.8	481.65	225.28	418.95	7069
P22234	718.95	355.1	615.48	867.26	1198.7	719.43	1032.8	1127.1	1228	36417	718.95	355.1	615.48	867.26	1198.7	719.43	1032.8	1127.1	1228	36417
P22314	1137.1	762.59	1169.9	1494.4	1973.4	1267.5	1343	1930	2407.4	51075	1137.1	762.59	1169.9	1494.4	1973.4	1267.5	1343	1930	2407.4	51075
P22392;O60361	1823.5	1207.1	1730.3	1715	5176.2	1722	2608.4	4248.2	3756.3	123920	1823.5	1207.1	1730.3	1715	5176.2	1722	2608.4	4248.2	3756.3	123920
P22626	859.38	720.22	972.2	810.96	1951.1	819.56	1112.5	2016.3	1879.2	62030	859.38	720.22	972.2	810.96	1951.1	819.56	1112.5	2016.3	1879.2	62030
P23193	70.604	51.033	52.946	49.794	163.66	62.812	82.923	230.13	178.14	5925.4	70.604	51.033	52.946	49.794	163.66	62.812	82.923	230.13	178.14	5925.4
P23246	1258.9	761.36	1498.6	1178.8	2163.9	1155.2	1623.6	2749.8	2409.1	69757	1258.9	761.36	1498.6	1178.8	2163.9	1155.2	1623.6	2749.8	2409.1	69757
P23284	221.01	139.71	199.64	194.14	398.79	246.69	245.34	234.67	262.27	9304.6	221.01	139.71	199.64	194.14	398.79	246.69	245.34	234.67	262.27	9304.6
P23396	1123	965.62	1202.1	1079.5	2106.6	1130.3	1788.1	2315.9	2554.7	67590	1123	965.62	1202.1	1079.5	2106.6	1130.3	1788.1	2315.9	2554.7	67590
P23526	129.41	65.674	135.4	143.61	264.61	134.91	202.28	379.76	163.21	8690.7	129.41	65.674	135.4	143.61	264.61	134.91	202.28	379.76	163.21	8690.7
P23528;Q9Y281	379.8	269.35	695.45	1588.9	650.16	322.49	1399.7	492.48	862.33	15324	379.8	269.35	695.45	1588.9	650.16	322.49	1399.7	492.48	862.33	15324
P23919	119.22	118.58	151.52	76.62	138.01	133.12	101.97	203.5	224	5219.6	119.22	118.58	151.52	76.62	138.01	133.12	101.97	203.5	224	5219.6
P24534	145.12	303.14	134.71	154.47	234.09	121.42	185.36	227.89	193.77	6687.3	145.12	303.14	134.71	154.47	234.09	121.42	185.36	227.89	193.77	6687.3
P24752	577.1	118.75	556.46	393.25	1372.5	394.87	753.01	658.07	1006.2	17317	577.1	118.75	556.46	393.25	1372.5	394.87	753.01	658.07	1006.2	17317
P25205	223.84	163.32	249.63	207.4	523.32	202.28	363.47	252.15	276.62	7893.6	223.84	163.32	249.63	207.4	523.32	202.28	363.47	252.15	276.62	7893.6
P25311	530.73	167.41	218.16	1057.5	616.24	177.98	361.91	109.61	871.66	2855.9	530.73	167.41	218.16	1057.5	616.24	177.98	361.91	109.61	871.66	2855.9
P25398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25705	1361.6	849.49	1313.3	1195.3	2457.6	1050.5	1748.4	3024.3	2687.6	81864	1361.6	849.49	1313.3	1195.3	2457.6	1050.5	1748.4	3024.3	2687.6	81864
P25786	383.74	190.58	334.43	333.05	772.57	291.16	317.77	701.13	777.31	18397	383.74	190.58	334.43	333.05	772.57	291.16	317.77	701.13	777.31	18397
P25788	175.52	80.291	217.93	200.76	363.52	200.08	213.15	187.59	402.42	5868.5	175.52	80.291	217.93	200.76	363.52	200.08	213.15	187.59	402.42	5868.5
P25789	443.23	227.63	395.04	242.85	703.56	277.69	541.63	370.29	815.89	9487.1	443.23	227.63	395.04	242.85	703.56	277.69	541.63	370.29	815.89	9487.1
P26373	590.88	348.81	478.28	439.44	932.84	447.99	624.24	886.66	901	26927	590.88	348.81	478.28	439.44	932.84	447.99	624.24	886.66	901	26927
P26599;O95758	93.344	59.477	74.457	57.148	208.72	98.256	150.82	130.8	138.54	5670.2	93.344	59.477	74.457	57.148	208.72	98.256	150.82	130.8	138.54	5670.2
P26639	70.951	0	27.102	50.558	285.86	45.885	132.48	0	80.2	340.87	70.951	0	27.102	50.558	285.86	45.885	132.48	0	80.2	340.87
P26641	2176.3	1016.4	1505.9	1323.6	4698.5	1403.5	2397.1	3564.6	3018.6	94974	2176.3	1016.4	1505.9	1323.6	4698.5	1403.5	2397.1	3564.6	3018.6	94974
Q96L21;P27635	114.67	79.436	114.69	40.263	384.49	158.73	213.84	180.92	256.24	5495.8	114.67	79.436	114.69	40.263	384.49	158.73	213.84	180.92	256.24	5495.8
P27694	178.82	112.76	167.96	151.75	213.27	199.8	205.75	228.08	364.2	8200	178.82	112.76	167.96	151.75	213.27	199.8	205.75	228.08	364.2	8200
P27824	218.1	169.92	198.59	247.7	397.01	250.03	302.52	311.69	492.08	9146.2	218.1	169.92	198.59	247.7	397.01	250.03	302.52	311.69	492.08	9146.2
P28066	374.21	190.09	340.61	220.67	990.23	323.25	429.63	109.18	573.49	4378.1	374.21	190.09	340.61	220.67	990.23	323.25	429.63	109.18	573.49	4378.1
P28072	286.05	129	307.71	212.5	357.79	195.27	189.66	163.15	449.95	4792.9	286.05	129	307.71	212.5	357.79	195.27	189.66	163.15	449.95	4792.9
P29401	118.05	104.34	110.33	74.084	216	126.2	132.75	298.08	255.67	8087.9	118.05	104.34	110.33	74.084	216	126.2	132.75	298.08	255.67	8087.9
P48594;P29508	1103.5	956.97	809.6	1479.4	2262.8	950.43	1048.3	409.8	3983.1	12551	1103.5	956.97	809.6	1479.4	2262.8	950.43	1048.3	409.8	3983.1	12551
P29692	330.71	162.9	280.2	311.88	507.2	307.96	329.04	355.55	409.06	7498	330.71	162.9	280.2	311.88	507.2	307.96	329.04	355.55	409.06	7498
P30041	429.79	355.87	511.75	460.4	828.65	514.17	546.81	1317.9	1099.2	31669	429.79	355.87	511.75	460.4	828.65	514.17	546.81	1317.9	1099.2	31669
P30044	341.22	243.58	433.54	403.86	609.44	353.14	380.13	523.75	846.22	19465	341.22	243.58	433.54	403.86	609.44	353.14	380.13	523.75	846.22	19465
P30048	426.53	358.59	471.45	429.3	891.13	459.14	563.35	796.38	789.9	19916	426.53	358.59	471.45	429.3	891.13	459.14	563.35	796.38	789.9	19916
P30050	453.45	230.08	490.26	450	886.03	436.61	794.6	1107.5	1093.9	33872	453.45	230.08	490.26	450	886.03	436.61	794.6	1107.5	1093.9	33872
P30101	151.03	144.38	146.49	199.5	263.08	197.19	200.99	288.35	431.87	9347.8	151.03	144.38	146.49	199.5	263.08	197.19	200.99	288.35	431.87	9347.8
Q5VSP4;P31025	194.82	163.3	144.98	652.5	296.39	239.38	144	87.053	275.44	1930.5	194.82	163.3	144.98	652.5	296.39	239.38	144	87.053	275.44	1930.5
P31151;Q86SG5	1571.6	1327	1083.5	2080.4	3036.4	2985.4	1507.4	575.56	6468.6	16544	1571.6	1327	1083.5	2080.4	3036.4	2985.4	1507.4	575.56	6468.6	16544
P31943;P55795;P52597	437.99	375.08	504.59	452.17	1199.5	511.18	935.09	870.8	1580	23828	437.99	375.08	504.59	452.17	1199.5	511.18	935.09	870.8	1580	23828
P31944	776.28	391.19	528.87	756.78	1689.5	502.04	886.47	306.64	1616.1	8395.9	776.28	391.19	528.87	756.78	1689.5	502.04	886.47	306.64	1616.1	8395.9
P31947	367.16	212.27	477.57	523.39	1007	315.28	568.02	710.52	1549.3	19476	367.16	212.27	477.57	523.39	1007	315.28	568.02	710.52	1549.3	19476
P32119	1383.8	762.75	1679.6	1284	3438.9	1200.6	2422.1	2403.6	2889.1	70436	1383.8	762.75	1679.6	1284	3438.9	1200.6	2422.1	2403.6	2889.1	70436
P32969	1029.4	378	508.05	545.03	1198.9	630.87	751.28	1756.2	1482.7	47744	1029.4	378	508.05	545.03	1198.9	630.87	751.28	1756.2	1482.7	47744
P33240	164.35	151.6	190.13	124.75	211.29	136.44	109.55	262.61	219.39	7578.8	164.35	151.6	190.13	124.75	211.29	136.44	109.55	262.61	219.39	7578.8
P33992	268.51	98.006	210.8	202.9	230.86	202.49	445.1	227.98	296.33	5804.5	268.51	98.006	210.8	202.9	230.86	202.49	445.1	227.98	296.33	5804.5
P34897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35232	820.35	448.24	1127.6	798.37	2026.6	851.43	1157	1637	1620.5	43425	820.35	448.24	1127.6	798.37	2026.6	851.43	1157	1637	1620.5	43425
P35268	341.11	171.43	403.76	411.33	656.06	310.99	411.5	938.7	713.57	27311	341.11	171.43	403.76	411.33	656.06	310.99	411.5	938.7	713.57	27311
P35527;CON__P35527	57581	9388.6	110980	28180	147890	27851	57446	5809.9	32192	147990	57581	9388.6	110980	28180	147890	27851	57446	5809.9	32192	147990
P35579;REV__Q9UKV3	949.95	1150.2	1088.5	1476.6	2192.2	1052.6	1542	866.3	1763.8	24486	949.95	1150.2	1088.5	1476.6	2192.2	1052.6	1542	866.3	1763.8	24486
P35580;P35749	92.896	86.22	92.098	119.39	232.57	141.36	148.94	276.42	177.84	6617.4	92.896	86.22	92.098	119.39	232.57	141.36	148.94	276.42	177.84	6617.4
P35606	199.78	99.155	191.83	158.54	364.93	193.14	292.31	218.45	292.61	6049.6	199.78	99.155	191.83	158.54	364.93	193.14	292.31	218.45	292.61	6049.6
P35613	104.81	0	70.146	26.146	110.22	52.269	78.668	40.64	88.824	948.02	104.81	0	70.146	26.146	110.22	52.269	78.668	40.64	88.824	948.02
P35659	760.82	477.72	917.55	630.01	1755	820.51	1163.2	1201.8	1123.1	31213	760.82	477.72	917.55	630.01	1755	820.51	1163.2	1201.8	1123.1	31213
P36542	318.87	272.32	310.99	311.33	702.14	415.5	462.7	486.76	671.92	18181	318.87	272.32	310.99	311.33	702.14	415.5	462.7	486.76	671.92	18181
P36578	377.65	293.7	398.74	356.38	657.24	516.06	422.44	999.63	983.11	27220	377.65	293.7	398.74	356.38	657.24	516.06	422.44	999.63	983.11	27220
P36873;P62140;P62136	107.46	128.66	126.53	123.18	188.24	110.71	127.49	183.36	212.88	5696.9	107.46	128.66	126.53	123.18	188.24	110.71	127.49	183.36	212.88	5696.9
P37108	471.84	328.47	513.23	359.99	1266.5	478.53	788.69	794.96	994.28	22542	471.84	328.47	513.23	359.99	1266.5	478.53	788.69	794.96	994.28	22542
P37802	355.57	427.56	421.12	258.14	1019.6	377.69	560.15	540.47	553.47	12179	355.57	427.56	421.12	258.14	1019.6	377.69	560.15	540.47	553.47	12179
P38117	1266.2	501.14	1021	817.74	2944.7	918.07	1449.1	1160	1686.2	36247	1266.2	501.14	1021	817.74	2944.7	918.07	1449.1	1160	1686.2	36247
P38159;Q96E39;O75526;Q8N7X1	361.42	398.65	638.65	639.07	801.88	643.34	822.92	909.99	1296.8	26639	361.42	398.65	638.65	639.07	801.88	643.34	822.92	909.99	1296.8	26639
P38646	367.53	192.8	356.71	249.07	887.23	378.32	656.68	371.28	572.38	11071	367.53	192.8	356.71	249.07	887.23	378.32	656.68	371.28	572.38	11071
P38919	293.37	301.11	327.95	204.57	692.41	275.02	438.21	653.89	664.58	17208	293.37	301.11	327.95	204.57	692.41	275.02	438.21	653.89	664.58	17208
P39019	1252.4	777.87	1391.8	1192.5	2629.1	1280.3	1928.4	4497.8	3078.9	119750	1252.4	777.87	1391.8	1192.5	2629.1	1280.3	1928.4	4497.8	3078.9	119750
P39023	762.18	443.31	760.42	726.48	1697.4	583.33	1064.2	2154	1938.9	61264	762.18	443.31	760.42	726.48	1697.4	583.33	1064.2	2154	1938.9	61264
P39656	322.85	146.37	240.89	182.08	307.76	233.72	308.47	393.3	607.64	10145	322.85	146.37	240.89	182.08	307.76	233.72	308.47	393.3	607.64	10145
P39748	26.513	75.772	83.544	57.723	81.429	79.329	49.767	67.113	72.316	1535.3	26.513	75.772	83.544	57.723	81.429	79.329	49.767	67.113	72.316	1535.3
P40227;Q92526	1158.7	632.07	1574.7	1212.4	2019.6	1253.8	1519.1	2722.3	3669.7	74717	1158.7	632.07	1574.7	1212.4	2019.6	1253.8	1519.1	2722.3	3669.7	74717
P40429;Q6NVV1	140.1	77.311	162.69	131.3	300.82	153.63	172.95	331.84	271.26	8361.7	140.1	77.311	162.69	131.3	300.82	153.63	172.95	331.84	271.26	8361.7
P40925	146.28	79.204	232.15	101.6	331.91	272.66	281.16	237.43	435.85	7333.2	146.28	79.204	232.15	101.6	331.91	272.66	281.16	237.43	435.85	7333.2
P40926	396.17	247.1	400.73	397.75	722.13	508.59	507.89	1291.2	1130.3	33974	396.17	247.1	400.73	397.75	722.13	508.59	507.89	1291.2	1130.3	33974
P40939	115.89	50.351	85.306	70.55	175.73	101.35	104.4	122.43	346.38	4412.9	115.89	50.351	85.306	70.55	175.73	101.35	104.4	122.43	346.38	4412.9
P41252	409.75	234.5	305.57	303.22	647.26	296.54	477.19	839.76	773.18	20588	409.75	234.5	305.57	303.22	647.26	296.54	477.19	839.76	773.18	20588
P42704	305.31	170.81	727.06	328.62	891.27	349.83	504.05	462.27	687.67	11390	305.31	170.81	727.06	328.62	891.27	349.83	504.05	462.27	687.67	11390
P42766	1088.9	421.39	1677.9	685.02	1242	895.01	874.85	1256.7	1540.4	37474	1088.9	421.39	1677.9	685.02	1242	895.01	874.85	1256.7	1540.4	37474
P43243	1054	546.76	1025.7	896.86	2091.9	1028.4	1465.4	1353.7	2618.3	40422	1054	546.76	1025.7	896.86	2091.9	1028.4	1465.4	1353.7	2618.3	40422
P43686	69.585	55.802	108.75	83.483	104.55	107.17	103.79	135.61	148.82	4688.9	69.585	55.802	108.75	83.483	104.55	107.17	103.79	135.61	148.82	4688.9
P45880	738.75	554.17	1091.4	849.7	1603.6	736.15	1308.3	1568.7	1868.2	42281	738.75	554.17	1091.4	849.7	1603.6	736.15	1308.3	1568.7	1868.2	42281
P46379	224.56	144.53	185.48	229.78	260.59	289.39	173.79	303.16	384.32	7386.6	224.56	144.53	185.48	229.78	260.59	289.39	173.79	303.16	384.32	7386.6
P46459	142.42	146.9	171.5	178.91	237.72	209.25	261.75	268.48	389.84	6844.8	142.42	146.9	171.5	178.91	237.72	209.25	261.75	268.48	389.84	6844.8
P46776	195.65	77.991	164.22	87.101	260.59	189.91	221.11	372.89	302.12	7587.5	195.65	77.991	164.22	87.101	260.59	189.91	221.11	372.89	302.12	7587.5
P46778	177.32	75.946	203.08	156.55	286.1	180.96	544.3	458.82	345.77	11089	177.32	75.946	203.08	156.55	286.1	180.96	544.3	458.82	345.77	11089
P46779	927.73	249.74	548.4	552.25	1145.1	397.74	748.13	710.46	946.48	18635	927.73	249.74	548.4	552.25	1145.1	397.74	748.13	710.46	946.48	18635
P46781	528.76	345.13	476.96	507.99	1002.6	532.52	725.09	1530.3	1532	43850	528.76	345.13	476.96	507.99	1002.6	532.52	725.09	1530.3	1532	43850
P46782	0	0	0	0	63.879	0	46.052	67.408	50.985	1908.2	0	0	0	0	63.879	0	46.052	67.408	50.985	1908.2
P46783	143.32	75.777	189.79	154.65	261.16	164.04	253.38	248.4	421.41	9575.9	143.32	75.777	189.79	154.65	261.16	164.04	253.38	248.4	421.41	9575.9
P46940	91.344	42.597	83.759	103.88	167.2	83.534	149.23	186.06	114.48	4622.7	91.344	42.597	83.759	103.88	167.2	83.534	149.23	186.06	114.48	4622.7
P46977	192.08	97.02	197.22	132.81	322.97	167.17	284.57	220.7	326.23	7543	192.08	97.02	197.22	132.81	322.97	167.17	284.57	220.7	326.23	7543
P47756	0	0	0	40.515	42.235	0	0	57.349	54.232	1872.8	0	0	0	40.515	42.235	0	0	57.349	54.232	1872.8
P48047	178.98	98.586	195.6	206.5	235.42	186.06	248.49	193.95	354.33	6185.3	178.98	98.586	195.6	206.5	235.42	186.06	248.49	193.95	354.33	6185.3
P48556	282.83	73.921	187.67	113.45	407.75	83.808	196.12	195.09	267.15	5887.7	282.83	73.921	187.67	113.45	407.75	83.808	196.12	195.09	267.15	5887.7
P48643	423.28	489.53	582.35	526.02	918.28	534.7	664.49	1305.7	1384.9	35314	423.28	489.53	582.35	526.02	918.28	534.7	664.49	1305.7	1384.9	35314
P48735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49207	309.75	413.21	369.85	500.56	523.9	406.1	443.87	925.06	843.84	18483	309.75	413.21	369.85	500.56	523.9	406.1	443.87	925.06	843.84	18483
P49327	298.15	152.29	314.9	259.96	370.96	241.33	201.33	275.34	471.99	7462.8	298.15	152.29	314.9	259.96	370.96	241.33	201.33	275.34	471.99	7462.8
P49368	815.6	334.01	838.15	528.15	1086.9	606.44	795.38	1056.7	1353.4	36058	815.6	334.01	838.15	528.15	1086.9	606.44	795.38	1056.7	1353.4	36058
P49411	1319.9	721.58	1176	924.94	2047.4	885.19	1505.8	1971.8	1982.9	55244	1319.9	721.58	1176	924.94	2047.4	885.19	1505.8	1971.8	1982.9	55244
P49720	93.298	95.112	113	167.52	196.11	126.23	96.351	154.86	250.84	3453.6	93.298	95.112	113	167.52	196.11	126.23	96.351	154.86	250.84	3453.6
P49736	180.34	120.67	157.41	116.91	461.4	167.6	305.45	306.65	431.3	7895.3	180.34	120.67	157.41	116.91	461.4	167.6	305.45	306.65	431.3	7895.3
P49756	388.79	316.3	523.12	303.16	902.43	429.27	718.64	306.19	807.96	8694	388.79	316.3	523.12	303.16	902.43	429.27	718.64	306.19	807.96	8694
P50213	62.739	25.151	87.923	53.829	127.91	107.93	46.906	199.58	178.98	4759.1	62.739	25.151	87.923	53.829	127.91	107.93	46.906	199.58	178.98	4759.1
P50395;P31150	355.08	200.46	412.61	284.4	653.26	275.6	494.73	465.16	678.92	12362	355.08	200.46	412.61	284.4	653.26	275.6	494.73	465.16	678.92	12362
P50454	487.31	326.62	607.06	365.12	919.76	614.12	658.03	983.72	969.57	25347	487.31	326.62	607.06	365.12	919.76	614.12	658.03	983.72	969.57	25347
Q8IZP2;P50502;Q8NFI4	287.52	174.27	182.72	252.99	273.96	170.77	213.65	290.59	340.33	9388.7	287.52	174.27	182.72	252.99	273.96	170.77	213.65	290.59	340.33	9388.7
P50570	170.89	72.545	157.19	200.05	360.6	255.43	274.8	168.36	300.56	5096.9	170.89	72.545	157.19	200.05	360.6	255.43	274.8	168.36	300.56	5096.9
P50914	160.01	86.68	112.73	139	271.29	154.86	162.1	227.76	388.86	7662.6	160.01	86.68	112.73	139	271.29	154.86	162.1	227.76	388.86	7662.6
P50990	1595.3	819.66	1698.6	1212.5	2424.3	1263.9	1804	1726.2	2203.7	53544	1595.3	819.66	1698.6	1212.5	2424.3	1263.9	1804	1726.2	2203.7	53544
P50991	2393.3	864.12	1711.8	1765.5	4521.2	2350.1	3452.5	2825.5	3000.7	80233	2393.3	864.12	1711.8	1765.5	4521.2	2350.1	3452.5	2825.5	3000.7	80233
P51148;P61020;P20339	122.09	140.01	158.38	73.438	234.36	113.78	246.45	80.004	188.18	4156.7	122.09	140.01	158.38	73.438	234.36	113.78	246.45	80.004	188.18	4156.7
P51149	204.29	126.43	217.94	223.35	428.24	272.99	296.49	379.38	620.12	12019	204.29	126.43	217.94	223.35	428.24	272.99	296.49	379.38	620.12	12019
P51571	68.117	77.507	90.882	82.27	127.34	104.21	96.614	243.44	215.43	5740.9	68.117	77.507	90.882	82.27	127.34	104.21	96.614	243.44	215.43	5740.9
P51610	138.47	87.148	104.12	85.568	168.94	89.72	341.95	256.63	241.77	6961.9	138.47	87.148	104.12	85.568	168.94	89.72	341.95	256.63	241.77	6961.9
P51659	69.832	77.296	61.938	69.797	77.319	87.14	78.655	74.65	112.93	2367.1	69.832	77.296	61.938	69.797	77.319	87.14	78.655	74.65	112.93	2367.1
P51991	176.26	52.354	151.38	115.6	235.02	159.84	166.69	471.47	395.14	14926	176.26	52.354	151.38	115.6	235.02	159.84	166.69	471.47	395.14	14926
P52209	115.26	95.67	132.69	136.3	390.76	152.34	289.27	175.46	218.97	4761.3	115.26	95.67	132.69	136.3	390.76	152.34	289.27	175.46	218.97	4761.3
P52272	1229.2	903.2	1088.7	1239.1	2201.1	1173.8	1987.6	2900.7	2621.1	83172	1229.2	903.2	1088.7	1239.1	2201.1	1173.8	1987.6	2900.7	2621.1	83172
P52292	286.89	162.3	260.63	185.76	397.68	320.49	293.13	527.23	437.52	15109	286.89	162.3	260.63	185.76	397.68	320.49	293.13	527.23	437.52	15109
