Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P13645;CON__P13645;CON__P02535-1;CON__Q7Z3Y7;Q7Z3Y7;CON__Q148H6;CON__Q7Z3Y8;CON__P05784;Q2M2I5;CON__Q2M2I5;Q99456;CON__Q99456;Q7Z3Y8;CON__REFSEQ:XP_986630;CON__O76014;CON__Q7Z3Y9;CON__A2A5Y0;CON__O76013;CON__O76015;CON__A2AB72;Q7Z3Y9;O76015;O76014;P05783;O76013	66907	26821	86389	47331	133430	42229	69246	6690.3	246100	176580	66907	26821	86389	47331	133430	42229	69246	6690.3	246100	176580
CON__P13647;P13647;CON__P07744;CON__Q9NSB2;CON__Q6ISB0;Q9NSB2;CON__REFSEQ:XP_932229;P14136	11568	5496	23622	10893	30760	8069.3	23608	2066.9	25506	52177	11568	5496	23622	10893	30760	8069.3	23608	2066.9	25506	52177
CON__P20930;P20930	552.93	505.54	940.15	345.48	3973.2	724.07	7172.7	130.69	611.14	3285.6	552.93	505.54	940.15	345.48	3973.2	724.07	7172.7	130.69	611.14	3285.6
CON__P34955	791.76	693.59	1454.3	933.74	1237.6	751.53	1186.7	624.34	2367.3	20926	791.76	693.59	1454.3	933.74	1237.6	751.53	1186.7	624.34	2367.3	20926
CON__P35908	146.43	48.575	287.1	24.714	252.71	196.63	111.63	0	240.3	510.17	146.43	48.575	287.1	24.714	252.71	196.63	111.63	0	240.3	510.17
CON__P35908v2;P35908	82400	24446	98676	52250	111390	45858	64453	6218.9	305930	199510	82400	24446	98676	52250	111390	45858	64453	6218.9	305930	199510
CON__P48668;P48668	391.43	726.62	640.48	433.31	2540	445.45	5448.2	126.66	559.68	3563.5	391.43	726.62	640.48	433.31	2540	445.45	5448.2	126.66	559.68	3563.5
Q04695;CON__Q04695;CON__P19001	3503.5	1823.5	5829	5755.5	7049.8	4366.1	9641.5	788.38	7161.5	18550	3503.5	1823.5	5829	5755.5	7049.8	4366.1	9641.5	788.38	7161.5	18550
CON__Q14CN4-1;CON__Q6IME9;Q14CN4;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2;Q3SY84;Q7RTS7;Q86Y46	446.95	272.67	764.69	389.13	1537.8	479.7	551.69	194.54	1500.7	8061.2	446.95	272.67	764.69	389.13	1537.8	479.7	551.69	194.54	1500.7	8061.2
CON__Q6IFZ6;CON__Q9R0H5;CON__Q6NXH9	1522.1	583.22	1563.7	1247.3	3550.2	865.71	6680.9	354.6	4833.3	9364.9	1522.1	583.22	1563.7	1247.3	3550.2	865.71	6680.9	354.6	4833.3	9364.9
CON__Q7RTT2;CON__Q8N1N4-2;Q8N1N4	1454	666.28	1880.6	1128.4	3608.5	939.76	1832.9	502.7	3954.7	14538	1454	666.28	1880.6	1128.4	3608.5	939.76	1832.9	502.7	3954.7	14538
CON__Q7Z3Z0;Q7Z3Z0	363.3	634.26	581.51	519.56	1216.6	618.81	873.68	200.3	883.08	4076.3	363.3	634.26	581.51	519.56	1216.6	618.81	873.68	200.3	883.08	4076.3
CON__Q7Z794;Q7Z794	653.71	228.38	728.97	500.43	858.05	340.14	589.55	186.93	2180.7	4114.9	653.71	228.38	728.97	500.43	858.05	340.14	589.55	186.93	2180.7	4114.9
CON__Q86YZ3;Q86YZ3	177.64	118.76	486.77	522.32	828.04	138.5	1176.3	0	203.82	221.35	177.64	118.76	486.77	522.32	828.04	138.5	1176.3	0	203.82	221.35
Q13765;E9PAV3	73.214	98.692	82.724	80.319	137.55	87.509	78.117	130.9	132.32	3161.6	73.214	98.692	82.724	80.319	137.55	87.509	78.117	130.9	132.32	3161.6
O00231	72.645	39.091	70.54	92.975	60.494	55.304	60.748	43.468	128.62	1410.9	72.645	39.091	70.54	92.975	60.494	55.304	60.748	43.468	128.62	1410.9
O00299	129.63	140.65	99.945	142.32	255.1	143.16	209.58	165.7	289.87	5134.5	129.63	140.65	99.945	142.32	255.1	143.16	209.58	165.7	289.87	5134.5
O00422	113.42	0	20.505	48.53	123.64	0	82.396	83.873	46.235	1937.9	113.42	0	20.505	48.53	123.64	0	82.396	83.873	46.235	1937.9
O00483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00571	61.731	58.212	77.493	58.21	137.28	114.77	36.032	136.69	150.41	3244.5	61.731	58.212	77.493	58.21	137.28	114.77	36.032	136.69	150.41	3244.5
O00743	46.584	55.829	68.269	92.703	136.74	77.271	84.764	140.93	217.03	5555.9	46.584	55.829	68.269	92.703	136.74	77.271	84.764	140.93	217.03	5555.9
O14733	93.586	44.178	70.96	68.119	229.6	62.729	110.95	220.85	132.98	5361.8	93.586	44.178	70.96	68.119	229.6	62.729	110.95	220.85	132.98	5361.8
O14776	211.79	84.424	237.9	180.78	369.21	324.4	363.32	496.3	524.56	16751	211.79	84.424	237.9	180.78	369.21	324.4	363.32	496.3	524.56	16751
O14787;Q92973	71.8	70.569	53.591	68.164	123.64	76.254	81.74	161.29	201.56	5855.3	71.8	70.569	53.591	68.164	123.64	76.254	81.74	161.29	201.56	5855.3
O14818;Q8TAA3	116.15	22.778	100.28	25.821	129.55	60.405	84.194	90.222	146.8	3316	116.15	22.778	100.28	25.821	129.55	60.405	84.194	90.222	146.8	3316
O14980	110.25	53.309	77.771	54.634	157.01	65.205	103.16	175.78	146.13	4424.2	110.25	53.309	77.771	54.634	157.01	65.205	103.16	175.78	146.13	4424.2
O15020	4608.7	497.84	8127.3	1969.7	11440	1722.3	3261.7	434.6	2091.2	6017.9	4608.7	497.84	8127.3	1969.7	11440	1722.3	3261.7	434.6	2091.2	6017.9
O15260	86.882	69.28	90.708	82.223	119.42	64.798	85.695	178.14	125.24	4187.3	86.882	69.28	90.708	82.223	119.42	64.798	85.695	178.14	125.24	4187.3
O15371	45.55	56.182	23.521	48.769	111.78	62.746	70.343	192.6	167.97	5615.3	45.55	56.182	23.521	48.769	111.78	62.746	70.343	192.6	167.97	5615.3
O15511	143.92	100.04	212.65	107.03	315.88	156.84	255.66	129.84	176.22	3208.3	143.92	100.04	212.65	107.03	315.88	156.84	255.66	129.84	176.22	3208.3
O43143	579.55	758.23	696.33	536.01	1560	734.8	618.58	639.01	821.12	16325	579.55	758.23	696.33	536.01	1560	734.8	618.58	639.01	821.12	16325
O43175	1272	333.8	1802	639.09	2722.6	829.02	1026.6	1017.6	1132.4	30082	1272	333.8	1802	639.09	2722.6	829.02	1026.6	1017.6	1132.4	30082
O43324	206.31	158.06	204.93	261.5	284.07	195.84	186.4	216.35	259.55	7434.2	206.31	158.06	204.93	261.5	284.07	195.84	186.4	216.35	259.55	7434.2
O43447	129.6	68.742	88.688	147.38	191.77	201.89	128.99	127.5	240.3	4276.2	129.6	68.742	88.688	147.38	191.77	201.89	128.99	127.5	240.3	4276.2
O43598	68.409	68.358	107.5	73.993	147.11	97.027	109.37	127.16	151.63	3701.8	68.409	68.358	107.5	73.993	147.11	97.027	109.37	127.16	151.63	3701.8
O43633	175.56	50.796	169.3	96.797	240	107.46	142.54	44.297	544.71	2090.5	175.56	50.796	169.3	96.797	240	107.46	142.54	44.297	544.71	2090.5
O43684	258.84	202.05	302.31	338.84	575.64	293.87	468.95	588.05	406.58	12173	258.84	202.05	302.31	338.84	575.64	293.87	468.95	588.05	406.58	12173
O43707;P12814;Q08043;P35609	226.72	204.72	177.92	289.56	384.67	198.12	259.05	209.26	453.1	6034.2	226.72	204.72	177.92	289.56	384.67	198.12	259.05	209.26	453.1	6034.2
O43809	111.09	44.607	86.189	73.188	255.52	97.397	146.16	74.211	112.7	2908.2	111.09	44.607	86.189	73.188	255.52	97.397	146.16	74.211	112.7	2908.2
O60256;Q14558	329.64	242.99	423.52	235.31	735.22	382.51	488.56	637.59	738.7	15866	329.64	242.99	423.52	235.31	735.22	382.51	488.56	637.59	738.7	15866
O60264;P28370	137.32	72.697	138.58	82.811	196.54	83.293	102.29	142.64	165.81	3799.5	137.32	72.697	138.58	82.811	196.54	83.293	102.29	142.64	165.81	3799.5
O60610	133.8	58.007	65.544	86.691	237.86	129.23	230.95	141.2	232.43	4381.6	133.8	58.007	65.544	86.691	237.86	129.23	230.95	141.2	232.43	4381.6
Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;O60814;Q99880;P57053;Q96A08	2135.8	1319.8	2150.2	2104.7	13004	2341.1	5631.2	7767.7	5061	226710	2135.8	1319.8	2150.2	2104.7	13004	2341.1	5631.2	7767.7	5061	226710
O75131;Q96FN4;Q8IYJ1;Q96A23;O95741;Q86YQ8;Q9HCH3;Q9UBL6	74.951	46.104	85.393	114.43	107.92	80.244	103.34	95.296	196.32	2691.1	74.951	46.104	85.393	114.43	107.92	80.244	103.34	95.296	196.32	2691.1
O75340	38.186	37.11	48.742	54.304	81.984	22.579	33.445	64.961	99.19	1183.3	38.186	37.11	48.742	54.304	81.984	22.579	33.445	64.961	99.19	1183.3
O75367;Q9P0M6	58.869	87.638	44.499	75.717	197.12	65.11	95.512	218.39	270.98	6130.2	58.869	87.638	44.499	75.717	197.12	65.11	95.512	218.39	270.98	6130.2
O75390	96.617	58.092	64.957	100.75	278.14	99.583	103.94	240.22	254.53	10478	96.617	58.092	64.957	100.75	278.14	99.583	103.94	240.22	254.53	10478
Q8WXF0;O75494	160.37	110.5	228.99	119.4	300.67	202.55	181.18	236.38	289.96	5996	160.37	110.5	228.99	119.4	300.67	202.55	181.18	236.38	289.96	5996
O75533	80.433	71.184	65.532	60.763	91.362	96.032	106.63	56.408	97.148	2036.7	80.433	71.184	65.532	60.763	91.362	96.032	106.63	56.408	97.148	2036.7
O75964	48.884	37.15	93.847	72.693	136.05	104.42	109.67	123.19	112.93	4725.4	48.884	37.15	93.847	72.693	136.05	104.42	109.67	123.19	112.93	4725.4
O95373	115.61	40.791	219.36	94.844	199.39	72.945	148.25	130.2	219.77	3860	115.61	40.791	219.36	94.844	199.39	72.945	148.25	130.2	219.77	3860
O95433	76.238	37.867	94.882	97.552	70.11	104.81	80.096	74.635	159.14	2688.8	76.238	37.867	94.882	97.552	70.11	104.81	80.096	74.635	159.14	2688.8
O95626;P39687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95757;Q92598	92.632	0	90.996	68.933	112.35	55.524	71.161	63.379	92.793	1824	92.632	0	90.996	68.933	112.35	55.524	71.161	63.379	92.793	1824
O95793	138.32	71.817	126.86	79.666	148.65	124.06	196.64	152.52	206.88	3913.9	138.32	71.817	126.86	79.666	148.65	124.06	196.64	152.52	206.88	3913.9
O95831	67.851	61.605	81.767	76.329	94.04	94.264	95.711	129.91	183.45	3714.5	67.851	61.605	81.767	76.329	94.04	94.264	95.711	129.91	183.45	3714.5
O96000	97.303	73.277	60.788	64.795	154.68	61.981	92.602	137.06	129	4147.6	97.303	73.277	60.788	64.795	154.68	61.981	92.602	137.06	129	4147.6
P00338	377.09	233.4	473.91	467.53	970.39	450.76	546.6	1450	1112.3	35395	377.09	233.4	473.91	467.53	970.39	450.76	546.6	1450	1112.3	35395
Q86XF0;P00374	24.384	23.526	42.021	0	152.02	37.591	181.74	49.508	72.286	1465	24.384	23.526	42.021	0	152.02	37.591	181.74	49.508	72.286	1465
P00492	88.788	44.314	61.88	0	139.93	50.985	77.842	104.89	91.181	1759.7	88.788	44.314	61.88	0	139.93	50.985	77.842	104.89	91.181	1759.7
P00505	218.23	137.21	253.14	177.56	405.46	212.78	258.19	365.45	444.55	11099	218.23	137.21	253.14	177.56	405.46	212.78	258.19	365.45	444.55	11099
P00558;P07205	547.77	505.53	669.31	752.97	1013.2	600.39	663.58	1208.8	1701.9	37797	547.77	505.53	669.31	752.97	1013.2	600.39	663.58	1208.8	1701.9	37797
P00846	63.329	37.231	86.636	105.2	261.8	112.85	83.306	68.016	100.45	2867.8	63.329	37.231	86.636	105.2	261.8	112.85	83.306	68.016	100.45	2867.8
P00918	503.52	495.42	642.67	442.35	1037.3	564.7	906.55	1283	1482.1	36191	503.52	495.42	642.67	442.35	1037.3	564.7	906.55	1283	1482.1	36191
P01040	2782	1408.9	1595.8	4392.3	7026.5	1789.4	2484.5	414.06	4006.3	11402	2782	1408.9	1595.8	4392.3	7026.5	1789.4	2484.5	414.06	4006.3	11402
P02545	92.427	76.305	90.751	131.87	257.88	107.09	124.36	89.99	187.11	2905.5	92.427	76.305	90.751	131.87	257.88	107.09	124.36	89.99	187.11	2905.5
P04075;P05062	1907.5	1906.2	2443.4	2337.7	4231.3	1969.8	2806	4526	4702.6	117890	1907.5	1906.2	2443.4	2337.7	4231.3	1969.8	2806	4526	4702.6	117890
P04083	119.01	74.094	93.726	203.29	318.82	69.551	163.19	78.292	314.58	3153.8	119.01	74.094	93.726	203.29	318.82	69.551	163.19	78.292	314.58	3153.8
P04181	278.17	234.84	311.95	211.21	442.54	217.39	271.59	452.6	428.42	14844	278.17	234.84	311.95	211.21	442.54	217.39	271.59	452.6	428.42	14844
P04259	654.99	318.05	516.88	728.19	1322.1	442.56	4945.9	338.9	814.12	9178.1	654.99	318.05	516.88	728.19	1322.1	442.56	4945.9	338.9	814.12	9178.1
P04264	134050	44216	268100	80701	301480	74780	171410	11674	325730	276160	134050	44216	268100	80701	301480	74780	171410	11674	325730	276160
P04406;O14556	3257.8	1671	3342.1	2828.7	6583.7	2647.2	4472.8	5286.9	6409.3	135800	3257.8	1671	3342.1	2828.7	6583.7	2647.2	4472.8	5286.9	6409.3	135800
Q93077;Q7L7L0;P04908;P16104;Q8IUE6;Q96QV6;REV__Q8NB25	124.77	120.29	148.11	215.84	204.57	167.11	203.04	783.94	416.45	20824	124.77	120.29	148.11	215.84	204.57	167.11	203.04	783.94	416.45	20824
P05023;P13637;P50993	121.68	157.26	153.32	142.31	316.09	169.13	244.38	215.46	287.54	5493.9	121.68	157.26	153.32	142.31	316.09	169.13	244.38	215.46	287.54	5493.9
P05109	1347.1	754.06	830.69	1614.9	2855.7	877.89	953.24	484.86	2980.3	14070	1347.1	754.06	830.69	1614.9	2855.7	877.89	953.24	484.86	2980.3	14070
P05141;Q9H0C2	1800.8	961.93	1944.3	1498.6	3371.5	1326	2193.4	4325.9	3660.3	113340	1800.8	961.93	1944.3	1498.6	3371.5	1326	2193.4	4325.9	3660.3	113340
P05387	146.49	132.64	262.49	147.7	230.56	248.17	213.41	219.62	376.97	7153.3	146.49	132.64	262.49	147.7	230.56	248.17	213.41	219.62	376.97	7153.3
P05388;Q8NHW5	317.03	229.81	526.47	311.06	626.03	443.02	403.1	767.32	1310.2	21283	317.03	229.81	526.47	311.06	626.03	443.02	403.1	767.32	1310.2	21283
P06454	137.87	77.467	52.625	79.809	110.9	83.74	146.08	60.92	132.31	1986.5	137.87	77.467	52.625	79.809	110.9	83.74	146.08	60.92	132.31	1986.5
P06576	606.65	408.51	765.45	678.66	1131.3	656.11	1107.7	1706.3	1511.6	40918	606.65	408.51	765.45	678.66	1131.3	656.11	1107.7	1706.3	1511.6	40918
P06702	976.6	613.71	685.83	762.74	3383.9	766.38	1057.8	420.49	1458.2	11676	976.6	613.71	685.83	762.74	3383.9	766.38	1057.8	420.49	1458.2	11676
P06733;P13929;P09104	5604.2	3518.5	6405.3	4791.3	11983	5531.4	9000.4	13069	10715	362980	5604.2	3518.5	6405.3	4791.3	11983	5531.4	9000.4	13069	10715	362980
P06744;CON__Q3ZBD7	447.46	274.17	243.34	643.84	763.17	299.77	546.28	751.65	1005.5	22906	447.46	274.17	243.34	643.84	763.17	299.77	546.28	751.65	1005.5	22906
P06748	885.15	664.73	1021.4	925.99	2234.6	943.96	1553.2	2816.9	2196.9	86897	885.15	664.73	1021.4	925.99	2234.6	943.96	1553.2	2816.9	2196.9	86897
Q16778;P33778;P23527;P06899;Q8N257;Q6DRA6;Q6DN03	841.4	476.15	976.69	782.91	1515.4	1069.4	1062.6	2297.3	1847.5	61099	841.4	476.15	976.69	782.91	1515.4	1069.4	1062.6	2297.3	1847.5	61099
P07195	1029.5	638.28	1033.3	877.13	1548.4	964.48	1241.4	2061	2208.8	53647	1029.5	638.28	1033.3	877.13	1548.4	964.48	1241.4	2061	2208.8	53647
P07339	483.58	369.26	399.22	411.22	1079.2	436.42	345.07	477.52	1124	13288	483.58	369.26	399.22	411.22	1079.2	436.42	345.07	477.52	1124	13288
P07437;Q13509;A6NNZ2;Q9BUF5;CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7	2426.6	1742.2	2548.4	2892.4	5859.9	2768.2	3880.9	4324.8	4537.1	116660	2426.6	1742.2	2548.4	2892.4	5859.9	2768.2	3880.9	4324.8	4537.1	116660
P07737;CON__P02584	417.51	295.36	562.49	585.57	917.82	613.68	767.35	1824.8	1214	46859	417.51	295.36	562.49	585.57	917.82	613.68	767.35	1824.8	1214	46859
P07741	155.04	65.073	140.87	205.18	270.58	170.1	159.61	456.88	557.67	11281	155.04	65.073	140.87	205.18	270.58	170.1	159.61	456.88	557.67	11281
P07900;Q14568;Q58FG1	1207.9	572.62	930.43	903.16	2107.2	860.15	1353.6	2440.1	2708.5	69428	1207.9	572.62	930.43	903.16	2107.2	860.15	1353.6	2440.1	2708.5	69428
P07910;P0DMR1;O60812;B7ZW38;B2RXH8	1119.4	860.47	1246.6	1230	2927.4	1195.5	1621.3	2579.1	2634.4	74845	1119.4	860.47	1246.6	1230	2927.4	1195.5	1621.3	2579.1	2634.4	74845
P08123	2008.3	43.19	113.35	66.904	248.8	469.08	97.516	0	279.48	687.3	2008.3	43.19	113.35	66.904	248.8	469.08	97.516	0	279.48	687.3
P61586;P08134	212.32	92.632	157.38	192.29	1071.9	106.37	296.52	166.91	248.44	3373.7	212.32	92.632	157.38	192.29	1071.9	106.37	296.52	166.91	248.44	3373.7
P08238;Q58FF7;Q58FF6;Q58FG0	3199	2342	3307.7	3440.7	5269.5	2909.7	3669.3	5937.8	6139.2	183030	3199	2342	3307.7	3440.7	5269.5	2909.7	3669.3	5937.8	6139.2	183030
P08559	141.08	198.57	220.15	293.67	504.43	257.44	452.69	480.69	520.15	13368	141.08	198.57	220.15	293.67	504.43	257.44	452.69	480.69	520.15	13368
P08621	202.24	90.723	167.92	162.5	326.25	172.08	213.11	311.92	532.64	10620	202.24	90.723	167.92	162.5	326.25	172.08	213.11	311.92	532.64	10620
P08670;P17661;P41219;Q16352;P07196;P07197;P12036	2729.1	1643	2957.8	2328.5	6440.8	2906.5	4417	6120.9	5390.5	168110	2729.1	1643	2957.8	2328.5	6440.8	2906.5	4417	6120.9	5390.5	168110
P08708	371.55	400.41	332.57	444.78	781.44	373.1	596.86	499.83	681.83	14145	371.55	400.41	332.57	444.78	781.44	373.1	596.86	499.83	681.83	14145
P08865	903.9	462.88	1053.4	794.93	2311.9	897.28	1264.8	1656.5	2210.2	49433	903.9	462.88	1053.4	794.93	2311.9	897.28	1264.8	1656.5	2210.2	49433
P09012;P08579	107.8	81.674	67.919	92.642	158.78	43.974	173.73	208.93	194.21	6440.7	107.8	81.674	67.919	92.642	158.78	43.974	173.73	208.93	194.21	6440.7
P09211	552.37	456.62	850.46	861.13	1332.2	775.57	637.82	1511.8	1684.8	34274	552.37	456.62	850.46	861.13	1332.2	775.57	637.82	1511.8	1684.8	34274
P09429;B2RPK0	454.85	278.75	863.49	453.7	1102.3	399.56	747.61	557.05	762.81	17401	454.85	278.75	863.49	453.7	1102.3	399.56	747.61	557.05	762.81	17401
P09622	128.76	110.99	196.43	209.08	348.07	110.15	252.29	200.92	320.02	6073.7	128.76	110.99	196.43	209.08	348.07	110.15	252.29	200.92	320.02	6073.7
P09651;Q32P51	602.79	378.36	919.8	360.34	1039.4	623.16	812.8	995.92	1796.2	30556	602.79	378.36	919.8	360.34	1039.4	623.16	812.8	995.92	1796.2	30556
P09661	88.26	42.849	115.65	94.157	335.28	66.446	213.87	152.2	189.77	3965.6	88.26	42.849	115.65	94.157	335.28	66.446	213.87	152.2	189.77	3965.6
P09874	2150.8	1290.6	2705.5	1681.8	4860.7	2043.5	2512.9	4035.1	4831.4	119870	2150.8	1290.6	2705.5	1681.8	4860.7	2043.5	2512.9	4035.1	4831.4	119870
P09972	193.27	97.135	232.13	227.52	448.25	307.9	210.93	206.65	349.83	4063.7	193.27	97.135	232.13	227.52	448.25	307.9	210.93	206.65	349.83	4063.7
Q71UI9;P0C0S5	74.962	93.456	89.876	82.208	157.69	90.401	70.793	470.69	226.9	14574	74.962	93.456	89.876	82.208	157.69	90.401	70.793	470.69	226.9	14574
Q99878;Q96KK5;Q9BTM1;P20671;P0C0S8	860.85	800.2	1020.9	1238.7	2222.9	1399	1458.6	14112	4624.5	430670	860.85	800.2	1020.9	1238.7	2222.9	1399	1458.6	14112	4624.5	430670
P62987;P62979;P0CG47;P0CG48	2626.1	1669.7	2335.5	2536.7	5249.3	2172.8	2786.6	4264.8	4748.9	117300	2626.1	1669.7	2335.5	2536.7	5249.3	2172.8	2786.6	4264.8	4748.9	117300
Q01105;P0DME0	166.14	81.082	224.52	236.05	367.75	197.69	158.47	432.36	464.68	13274	166.14	81.082	224.52	236.05	367.75	197.69	158.47	432.36	464.68	13274
P0DMV9;P0DMV8	4165.1	2006.4	3487.5	3780.1	7985.7	3183.5	6024.7	6553.4	8618.2	183420	4165.1	2006.4	3487.5	3780.1	7985.7	3183.5	6024.7	6553.4	8618.2	183420
P10412	350.76	189.4	270.17	316.04	693.11	284.64	668.91	753.8	638.4	19775	350.76	189.4	270.17	316.04	693.11	284.64	668.91	753.8	638.4	19775
P10599	531.5	220.29	414.2	654.78	1038.9	420.51	765.92	228.93	1415.6	6000.5	531.5	220.29	414.2	654.78	1038.9	420.51	765.92	228.93	1415.6	6000.5
P10809	2942.2	2271.4	3243.9	2962.2	5912.7	2783.3	4236.9	10602	6772.7	334430	2942.2	2271.4	3243.9	2962.2	5912.7	2783.3	4236.9	10602	6772.7	334430
P11021	398.29	241.32	391.49	386.02	845.9	382.38	442.58	373.81	614.53	11902	398.29	241.32	391.49	386.02	845.9	382.38	442.58	373.81	614.53	11902
P11142;P54652	2651.2	1813.9	2656.5	3094.9	5558.6	3116.4	4098.3	6171	6328.5	178990	2651.2	1813.9	2656.5	3094.9	5558.6	3116.4	4098.3	6171	6328.5	178990
P11177	66.635	53.791	102.33	74.696	215.44	66.92	59.226	172.34	156.7	4769.2	66.635	53.791	102.33	74.696	215.44	66.92	59.226	172.34	156.7	4769.2
P11413	61.65	204.65	64.375	220.2	171.78	190.32	114.39	130.11	247.79	3996	61.65	204.65	64.375	220.2	171.78	190.32	114.39	130.11	247.79	3996
P11586	1133.6	629.92	1326.8	1081.6	2150.3	1103.3	1592.8	1432.4	2207.5	37575	1133.6	629.92	1326.8	1081.6	2150.3	1103.3	1592.8	1432.4	2207.5	37575
P11940;Q9H361;Q4VXU2;Q5JQF8	678.27	566.58	832.83	848.34	2005	1031	1219.2	1458.2	1753.1	51473	678.27	566.58	832.83	848.34	2005	1031	1219.2	1458.2	1753.1	51473
P12004	193.55	190.31	144.8	194.58	319.37	212.66	215.22	713.53	407.33	13672	193.55	190.31	144.8	194.58	319.37	212.66	215.22	713.53	407.33	13672
P12081	199.47	77.371	178.39	179.01	203.34	133.71	183.28	316.91	363.72	8058.3	199.47	77.371	178.39	179.01	203.34	133.71	183.28	316.91	363.72	8058.3
P12236;P12235	206.11	182.58	233.99	213.37	320.71	236.57	268.78	192.65	404.43	8287.5	206.11	182.58	233.99	213.37	320.71	236.57	268.78	192.65	404.43	8287.5
P12268;P20839	194.19	310.31	325.68	392.65	580.97	362.72	450.84	655.48	724.42	15351	194.19	310.31	325.68	392.65	580.97	362.72	450.84	655.48	724.42	15351
P12273	448.37	216.83	250.22	942.98	595.34	339.22	298.74	209.25	2444.4	5763.6	448.37	216.83	250.22	942.98	595.34	339.22	298.74	209.25	2444.4	5763.6
P12277	709.96	817.41	845.1	784	1655.2	733.21	1072.1	1066.5	1771.7	28555	709.96	817.41	845.1	784	1655.2	733.21	1072.1	1066.5	1771.7	28555
P12532	132.86	127.55	228.92	167.84	261.06	181.06	186.43	401.95	444.14	11036	132.86	127.55	228.92	167.84	261.06	181.06	186.43	401.95	444.14	11036
