Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P25705	258.06	303.09	287.7	388.3	267.89	663.31	163.92	276.53	304.49	5020.6	258.06	303.09	287.7	388.3	267.89	663.31	163.92	276.53	304.49	5020.6
P25786	96.891	209.03	185.99	229.69	217.46	458.33	156.75	161.22	212.2	4347	96.891	209.03	185.99	229.69	217.46	458.33	156.75	161.22	212.2	4347
P25788	39.358	57.483	87.538	66.153	82.637	208.26	45.266	35.422	78.027	1129.2	39.358	57.483	87.538	66.153	82.637	208.26	45.266	35.422	78.027	1129.2
P26373	162.48	214.81	180.91	209.68	193.86	460.09	203.4	318.63	229.5	5717.1	162.48	214.81	180.91	209.68	193.86	460.09	203.4	318.63	229.5	5717.1
P26599	153.03	403.61	304.88	400.33	231.02	531.58	221.98	225.2	283.75	4166.7	153.03	403.61	304.88	400.33	231.02	531.58	221.98	225.2	283.75	4166.7
P26641	195.02	333	274.24	413.87	325.83	589.51	226.58	402.11	417.35	9257.3	195.02	333	274.24	413.87	325.83	589.51	226.58	402.11	417.35	9257.3
P27797	220.26	436.59	274.25	427.53	294.67	612.39	241.83	337.55	378.96	7658.1	220.26	436.59	274.25	427.53	294.67	612.39	241.83	337.55	378.96	7658.1
P29034	0	59.15	44.247	313.91	142.51	1998.5	55.337	121.22	70.284	675.7	0	59.15	44.247	313.91	142.51	1998.5	55.337	121.22	70.284	675.7
P29401	159.75	304.68	208.39	350.57	274.92	546.61	113.95	267.06	294.3	6074.3	159.75	304.68	208.39	350.57	274.92	546.61	113.95	267.06	294.3	6074.3
P29508;P48594	621.73	1268.3	544.91	1220.8	719.77	4927.7	342.09	269.12	1251.2	2659.6	621.73	1268.3	544.91	1220.8	719.77	4927.7	342.09	269.12	1251.2	2659.6
P30048	131.72	171.99	113.26	138.36	116.85	292.59	82.989	146.76	216.76	2161.6	131.72	171.99	113.26	138.36	116.85	292.59	82.989	146.76	216.76	2161.6
P30050	134.09	276.33	251.44	301.54	265.46	398.26	226.67	335.15	290.6	5691.8	134.09	276.33	251.44	301.54	265.46	398.26	226.67	335.15	290.6	5691.8
Q5VSP4;P31025	189.92	400.8	311.63	432.95	316.63	444.48	243.76	181.56	377.18	2572	189.92	400.8	311.63	432.95	316.63	444.48	243.76	181.56	377.18	2572
P31146	76.644	164.29	84.531	172.05	77.951	195.5	130.71	212.59	166.1	4929.8	76.644	164.29	84.531	172.05	77.951	195.5	130.71	212.59	166.1	4929.8
P31151;Q86SG5	942.6	1257.5	1007.9	1698	687.05	9842.4	708.24	740.39	4477.2	7372.2	942.6	1257.5	1007.9	1698	687.05	9842.4	708.24	740.39	4477.2	7372.2
P31943;P55795;P52597	118.9	297.34	217.86	199.79	254.75	436.04	207.38	176.23	206.12	4638.1	118.9	297.34	217.86	199.79	254.75	436.04	207.38	176.23	206.12	4638.1
P31944	350.46	680.07	545.88	703.8	701.6	1339.9	456.05	377.69	593.2	5015.9	350.46	680.07	545.88	703.8	701.6	1339.9	456.05	377.69	593.2	5015.9
P31947	137.18	203.72	167.2	253.94	185.87	614.1	158.57	380.03	297.44	6273.2	137.18	203.72	167.2	253.94	185.87	614.1	158.57	380.03	297.44	6273.2
P31948	0	112.01	113.87	162.93	103.75	162.5	53.02	134.9	162.19	2199.5	0	112.01	113.87	162.93	103.75	162.5	53.02	134.9	162.19	2199.5
P32119	396.58	812.91	614.83	773.33	745.79	2532.5	295.21	484.23	754.04	10495	396.58	812.91	614.83	773.33	745.79	2532.5	295.21	484.23	754.04	10495
P35268	90.498	188.68	159.87	223.68	127.43	515.93	90.976	152.79	181.43	3976.1	90.498	188.68	159.87	223.68	127.43	515.93	90.976	152.79	181.43	3976.1
P35527;CON__P35527	17969	66914	22770	23487	25825	22951	12356	6479.2	24145	138130	17969	66914	22770	23487	25825	22951	12356	6479.2	24145	138130
P35579	119.44	304.96	225.65	445.35	256.39	2073.2	200.12	255.5	361.6	3454.1	119.44	304.96	225.65	445.35	256.39	2073.2	200.12	255.5	361.6	3454.1
P36578	43.06	105.15	71.41	222.73	110.05	189.16	50.816	192.33	146.83	3488.7	43.06	105.15	71.41	222.73	110.05	189.16	50.816	192.33	146.83	3488.7
P37837	89.261	43.869	53.392	75.009	19.876	141.74	85.227	43.159	85.537	755.26	89.261	43.869	53.392	75.009	19.876	141.74	85.227	43.159	85.537	755.26
P38159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P38646	69.402	167.43	158.27	164.69	207.34	224.88	123.79	185.28	159.44	2877.2	69.402	167.43	158.27	164.69	207.34	224.88	123.79	185.28	159.44	2877.2
P38919	114.28	108.45	123.77	123.14	158.08	236.08	94.252	63.75	119.84	2329.3	114.28	108.45	123.77	123.14	158.08	236.08	94.252	63.75	119.84	2329.3
P39019	92.957	194.76	281.81	288.13	201.94	315.81	302.07	356.87	298.2	6681.8	92.957	194.76	281.81	288.13	201.94	315.81	302.07	356.87	298.2	6681.8
P40227	184.71	299.47	223.75	282.67	222.9	372.26	180.82	325.55	385.65	7018.7	184.71	299.47	223.75	282.67	222.9	372.26	180.82	325.55	385.65	7018.7
P40429	62.475	78.412	65.695	84.468	103.94	248.34	44.283	123.03	125.83	2514.9	62.475	78.412	65.695	84.468	103.94	248.34	44.283	123.03	125.83	2514.9
P40926	48.624	60.31	90.815	111.81	103.21	589.55	94.547	115.28	109.19	2587.9	48.624	60.31	90.815	111.81	103.21	589.55	94.547	115.28	109.19	2587.9
P42766	42.315	101.96	70.033	83.687	48.181	188.37	62.578	142.42	115.85	3060.6	42.315	101.96	70.033	83.687	48.181	188.37	62.578	142.42	115.85	3060.6
P46776	92.571	103.76	65.299	138.5	142.1	248.89	48.117	163	138.63	2333.3	92.571	103.76	65.299	138.5	142.1	248.89	48.117	163	138.63	2333.3
P47914	55.746	177.99	54.845	79.22	40.392	366.03	65.604	49.713	154.69	626.41	55.746	177.99	54.845	79.22	40.392	366.03	65.604	49.713	154.69	626.41
P47929	168.45	180.86	134.73	108.62	196.41	590.92	89.65	178.99	330.01	3039.5	168.45	180.86	134.73	108.62	196.41	590.92	89.65	178.99	330.01	3039.5
P48643	82.327	80.96	88.167	92.423	115.06	183.24	24.237	94.452	84.521	2238.1	82.327	80.96	88.167	92.423	115.06	183.24	24.237	94.452	84.521	2238.1
P48735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49368	268.89	448.11	309.02	544.4	338.99	676.71	312.49	489.46	522.99	10784	268.89	448.11	309.02	544.4	338.99	676.71	312.49	489.46	522.99	10784
P50914	218.42	258.54	313.02	184.38	276.2	348.51	384.14	150.73	227.33	3245.3	218.42	258.54	313.02	184.38	276.2	348.51	384.14	150.73	227.33	3245.3
P50990	281.36	418.29	561.06	475.7	470.87	691.54	307.11	346.97	503.1	8983.5	281.36	418.29	561.06	475.7	470.87	691.54	307.11	346.97	503.1	8983.5
P50991	51.114	167.89	195.12	146.94	147.07	250.69	110.08	205.61	179	2884.1	51.114	167.89	195.12	146.94	147.07	250.69	110.08	205.61	179	2884.1
P51991	0	91.305	41.059	98.575	71.776	195.66	34.353	130.99	90.988	2144.2	0	91.305	41.059	98.575	71.776	195.66	34.353	130.99	90.988	2144.2
P52566	237.75	447.4	502.2	366.79	392.64	749.84	398.96	752.05	500.44	12968	237.75	447.4	502.2	366.79	392.64	749.84	398.96	752.05	500.44	12968
P52907;P47755	218.28	421.47	299.61	633.79	460.02	987.66	233.78	439.7	470.32	7478.1	218.28	421.47	299.61	633.79	460.02	987.66	233.78	439.7	470.32	7478.1
P53675;Q00610	55.199	66.939	47.854	49.746	36.296	210.68	49.219	98.345	104.57	1866.1	55.199	66.939	47.854	49.746	36.296	210.68	49.219	98.345	104.57	1866.1
P55072	222.1	342.22	227.69	274.93	194.1	520.67	281.04	219.73	344.05	3642.3	222.1	342.22	227.69	274.93	194.1	520.67	281.04	219.73	344.05	3642.3
Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;Q99880;O60814;P57053	1212.7	1421.7	1457.5	2232.3	1597.3	2308.6	1267.6	4278.3	2275.6	91727	1212.7	1421.7	1457.5	2232.3	1597.3	2308.6	1267.6	4278.3	2275.6	91727
P60174	214.35	278.15	155.22	279.52	268.3	617.36	151.36	235.3	282.64	5508.6	214.35	278.15	155.22	279.52	268.3	617.36	151.36	235.3	282.64	5508.6
P63261;P60709;Q6S8J3;P0CG38;A5A3E0;Q562R1;P0CG39;Q9BYX7	1670.8	2325.9	2383.5	4110	2292.8	6985.5	1914.6	4159.8	3205.6	84275	1670.8	2325.9	2383.5	4110	2292.8	6985.5	1914.6	4159.8	3205.6	84275
P60842;Q14240	429.25	893.08	681.05	1225.6	861.28	1834.4	509.81	1134.8	1009.2	23743	429.25	893.08	681.05	1225.6	861.28	1834.4	509.81	1134.8	1009.2	23743
P60866	152.57	171.98	175.62	277.85	242.78	328.61	176.37	180.75	259.11	4545.6	152.57	171.98	175.62	277.85	242.78	328.61	176.37	180.75	259.11	4545.6
P62834;P61224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61247	80.925	70.95	98.818	60.104	62.017	164.1	68.039	77.336	92.166	2350.9	80.925	70.95	98.818	60.104	62.017	164.1	68.039	77.336	92.166	2350.9
P61604	584.98	787.27	759.58	731.32	672.64	1310.4	586.78	1140.8	955.68	24626	584.98	787.27	759.58	731.32	672.64	1310.4	586.78	1140.8	955.68	24626
P61978	248.94	286.71	290.84	278.81	281.27	492.44	203.04	508.77	345.23	8544	248.94	286.71	290.84	278.81	281.27	492.44	203.04	508.77	345.23	8544
P62081	114.92	123.76	126.38	148.69	166.35	268.81	84.354	196.82	195.49	4108.4	114.92	123.76	126.38	148.69	166.35	268.81	84.354	196.82	195.49	4108.4
P62195	92.248	133.73	156.65	155.58	139.4	206.61	117.86	33.555	110.54	2230.1	92.248	133.73	156.65	155.58	139.4	206.61	117.86	33.555	110.54	2230.1
P62241	262.08	343.49	307.45	372.41	231.61	508.44	245.22	252.76	267.22	5794.2	262.08	343.49	307.45	372.41	231.61	508.44	245.22	252.76	267.22	5794.2
P62258	116.72	211.04	164.03	250.37	232.95	536.23	134.31	289	224.34	3850.3	116.72	211.04	164.03	250.37	232.95	536.23	134.31	289	224.34	3850.3
P62263	112.62	134.77	107.95	84.586	107.39	298.73	131.52	140.36	152.9	2036.2	112.62	134.77	107.95	84.586	107.39	298.73	131.52	140.36	152.9	2036.2
P62266	52.387	91.974	56.001	63.751	96.947	135.37	69.397	76.077	58.482	1241.5	52.387	91.974	56.001	63.751	96.947	135.37	69.397	76.077	58.482	1241.5
P62280	211.52	349.1	203.49	345.37	276.3	640.94	222.25	277.79	409.08	7192.4	211.52	349.1	203.49	345.37	276.3	640.94	222.25	277.79	409.08	7192.4
P62314	67.314	217.88	105.02	133.31	151.06	303.3	139.79	119.32	104.51	1543.8	67.314	217.88	105.02	133.31	151.06	303.3	139.79	119.32	104.51	1543.8
P62318	64.398	132.98	83.436	150.72	121.2	240.29	100.72	168.02	128.51	2397.5	64.398	132.98	83.436	150.72	121.2	240.29	100.72	168.02	128.51	2397.5
P62328	228.33	764.3	313.03	568.99	409.98	846.88	285.98	592.63	479.93	19200	228.33	764.3	313.03	568.99	409.98	846.88	285.98	592.63	479.93	19200
P62424	65.921	199.56	140.86	266.75	157.81	308.62	41.243	276.18	241.04	5415.9	65.921	199.56	140.86	266.75	157.81	308.62	41.243	276.18	241.04	5415.9
P62701	26.107	142.83	63.69	102.41	108.9	198.94	50.12	155.42	134.1	4076.9	26.107	142.83	63.69	102.41	108.9	198.94	50.12	155.42	134.1	4076.9
P63267;P68133;P68032;P62736	118.98	216.63	202.56	247.7	234.99	403.24	134.58	258.86	236.56	6097	118.98	216.63	202.56	247.7	234.99	403.24	134.58	258.86	236.56	6097
P62750	47.256	183.51	123.31	164.58	155.47	263.18	159.75	190	201.92	4146.1	47.256	183.51	123.31	164.58	155.47	263.18	159.75	190	201.92	4146.1
P62753	79.301	172.96	163.41	186.34	153.46	277.63	159	125.34	205.83	2237.7	79.301	172.96	163.41	186.34	153.46	277.63	159	125.34	205.83	2237.7
P62805	1098.6	2776.4	2002.7	1904.2	1922.3	2895.6	1242.2	2913.1	2295.5	63478	1098.6	2776.4	2002.7	1904.2	1922.3	2895.6	1242.2	2913.1	2295.5	63478
P62826	157.95	428	190.84	354.49	171.2	435.62	188.45	365.68	319.83	7121	157.95	428	190.84	354.49	171.2	435.62	188.45	365.68	319.83	7121
P62851	177.45	209.34	211.58	230.12	173	403.79	127.17	273.19	311.41	5603.3	177.45	209.34	211.58	230.12	173	403.79	127.17	273.19	311.41	5603.3
P62857	42.427	149.56	106.19	127.32	78.534	168.54	57.006	122.37	149.05	2285.8	42.427	149.56	106.19	127.32	78.534	168.54	57.006	122.37	149.05	2285.8
P62899	74	249.36	107.91	147.13	202.57	270.73	100.01	104.83	179.34	1895.4	74	249.36	107.91	147.13	202.57	270.73	100.01	104.83	179.34	1895.4
P62906	110.3	230.79	106.56	240.54	214.08	355.67	109.83	257.19	238.52	5780.1	110.3	230.79	106.56	240.54	214.08	355.67	109.83	257.19	238.52	5780.1
P62937	397.9	678.24	340.04	827.03	486.82	1455.7	411.42	1455.9	1035	32960	397.9	678.24	340.04	827.03	486.82	1455.7	411.42	1455.9	1035	32960
P63104;P27348;Q04917;P31946;P61981	448.76	857.6	614.81	992.84	566.41	2167.1	458.42	780.96	802.25	15460	448.76	857.6	614.81	992.84	566.41	2167.1	458.42	780.96	802.25	15460
Q9GZV4;Q6IS14;P63241	0	59.255	55.071	61.539	71.76	96.506	44.198	95.553	58.194	926.08	0	59.255	55.071	61.539	71.76	96.506	44.198	95.553	58.194	926.08
P63244	116.2	156.4	160	138.11	132.21	348.32	103.62	152.76	152.51	2455.7	116.2	156.4	160	138.11	132.21	348.32	103.62	152.76	152.51	2455.7
P67809	44.814	93.876	63.648	72.62	74.096	136.59	51.317	49.382	58.543	618.79	44.814	93.876	63.648	72.62	74.096	136.59	51.317	49.382	58.543	618.79
P67936;CON__Q3SX28;P07951;P09493	615	1209.3	1149.5	1060.5	1137.9	3118.2	798.66	750.75	819.29	13896	615	1209.3	1149.5	1060.5	1137.9	3118.2	798.66	750.75	819.29	13896
P68104;Q5VTE0;Q05639	505.68	1309.4	828.55	1488.2	859.78	1866.7	1110.7	1087.8	1411.6	21379	505.68	1309.4	828.55	1488.2	859.78	1866.7	1110.7	1087.8	1411.6	21379
P68371;P04350;Q3ZCM7	31.986	126.21	105.99	150.93	87.325	261.47	70.751	135.51	169.21	1921.3	31.986	126.21	105.99	150.93	87.325	261.47	70.751	135.51	169.21	1921.3
Q71DI3;Q16695;P68431;P84243;Q6NXT2	1442.6	1852.5	1895.3	2002	1902.5	3144.2	1656.6	4088.4	2824.1	92268	1442.6	1852.5	1895.3	2002	1902.5	3144.2	1656.6	4088.4	2824.1	92268
P68871	95.016	115.28	120.95	98.097	172.42	182.74	86.209	33.224	138.3	657.81	95.016	115.28	120.95	98.097	172.42	182.74	86.209	33.224	138.3	657.81
P78371	170.98	227.63	217.31	245.56	219.27	294.09	175.05	149.86	196.71	3493.1	170.98	227.63	217.31	245.56	219.27	294.09	175.05	149.86	196.71	3493.1
P81605	2420.8	6012.1	6015.9	5044.9	2948.2	16565	2016.4	1625.2	2929.9	23597	2420.8	6012.1	6015.9	5044.9	2948.2	16565	2016.4	1625.2	2929.9	23597
P83731	124.03	135.29	109.17	116.27	126.15	229.57	91.157	152.66	107.09	2504.5	124.03	135.29	109.17	116.27	126.15	229.57	91.157	152.66	107.09	2504.5
P84103	32.577	100.67	46.209	117.82	61.262	139.79	44.341	103.75	99.732	2294.3	32.577	100.67	46.209	117.82	61.262	139.79	44.341	103.75	99.732	2294.3
Q00325	46.927	39.731	43.787	61.599	51.681	107.16	0	0	42.984	870.93	46.927	39.731	43.787	61.599	51.681	107.16	0	0	42.984	870.93
Q00839	530.86	635.92	446.51	737.07	555.8	1191	480.87	568.2	707.51	12576	530.86	635.92	446.51	737.07	555.8	1191	480.87	568.2	707.51	12576
Q02413	495.49	1359	625.1	920.65	1010.7	2416.8	557.61	438.73	749.35	5588.5	495.49	1359	625.1	920.65	1010.7	2416.8	557.61	438.73	749.35	5588.5
Q02878	210.18	302.66	217.18	381.62	286.08	624.12	211.8	423.22	590.28	8642.5	210.18	302.66	217.18	381.62	286.08	624.12	211.8	423.22	590.28	8642.5
Q06830;Q13162	372.88	928.99	625.72	824.32	687.23	2182.5	388.25	941.81	831.67	17946	372.88	928.99	625.72	824.32	687.23	2182.5	388.25	941.81	831.67	17946
Q07955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08211	69.35	204.46	87.465	200.15	113.79	225.2	106.54	149.09	194.77	1524.3	69.35	204.46	87.465	200.15	113.79	225.2	106.54	149.09	194.77	1524.3
Q08554	136.4	251.37	166.6	238.06	233.7	526.07	161.12	110.92	234.3	1477	136.4	251.37	166.6	238.06	233.7	526.07	161.12	110.92	234.3	1477
Q12905	37.326	86.152	61.52	64.921	104.01	123.6	53.708	71.543	76.402	1018.5	37.326	86.152	61.52	64.921	104.01	123.6	53.708	71.543	76.402	1018.5
Q13163	195.32	772.47	476.99	485.9	758.68	551	247.33	59.595	580.33	431.92	195.32	772.47	476.99	485.9	758.68	551	247.33	59.595	580.33	431.92
Q13185	39.988	50.781	44.776	53.202	77.652	98.798	51.478	74.652	58.015	1640	39.988	50.781	44.776	53.202	77.652	98.798	51.478	74.652	58.015	1640
Q13263	60.377	69.155	57.52	72.079	63.387	174.31	24.182	63.865	91.806	855.85	60.377	69.155	57.52	72.079	63.387	174.31	24.182	63.865	91.806	855.85
Q13296	84.104	178.92	156.01	139.65	134.55	1223.4	66.397	81.256	80.699	1189.4	84.104	178.92	156.01	139.65	134.55	1223.4	66.397	81.256	80.699	1189.4
Q13867	86.637	104.63	166.82	191.05	222.72	284.34	75.912	135.04	278.11	1738.6	86.637	104.63	166.82	191.05	222.72	284.34	75.912	135.04	278.11	1738.6
Q14789	233.27	746.56	273.45	297.19	194.88	616.93	143.35	187.08	303.41	2916.1	233.27	746.56	273.45	297.19	194.88	616.93	143.35	187.08	303.41	2916.1
Q14974	36.621	54.547	55.061	92.139	61.712	83.808	0	36.646	65.72	620.16	36.621	54.547	55.061	92.139	61.712	83.808	0	36.646	65.72	620.16
Q15233	167.75	247.17	158.86	300.85	333.1	476.1	167.51	220.61	356.94	4434.8	167.75	247.17	158.86	300.85	333.1	476.1	167.51	220.61	356.94	4434.8
Q15366;Q15365;P57721;P57723	191.15	351.51	268.88	295.22	313.72	971.54	169.43	358.95	302.46	8563.6	191.15	351.51	268.88	295.22	313.72	971.54	169.43	358.95	302.46	8563.6
Q16629	0	71.053	82.946	76.165	62.715	122.29	43.221	73.913	89.484	1270.5	0	71.053	82.946	76.165	62.715	122.29	43.221	73.913	89.484	1270.5
Q16777;Q6FI13	0	0	0	0	0	0	0	0	0	140.61	0	0	0	0	0	0	0	0	0	140.61
Q6UWP8	69.884	132.76	126.03	109.23	99.795	215.12	53.065	0	63.76	476.83	69.884	132.76	126.03	109.23	99.795	215.12	53.065	0	63.76	476.83
Q7Z406	0	45.443	47.632	37.95	30.684	90.589	48.717	41.92	71.256	641.75	0	45.443	47.632	37.95	30.684	90.589	48.717	41.92	71.256	641.75
Q86V81	37.092	96.502	82.017	59.167	88.769	93.173	23.041	0	75.447	773.85	37.092	96.502	82.017	59.167	88.769	93.173	23.041	0	75.447	773.85
Q8NC51	88.189	98.815	162.88	158.83	76.128	140.08	34.432	0	111.89	1686.8	88.189	98.815	162.88	158.83	76.128	140.08	34.432	0	111.89	1686.8
Q8TF30	189.88	392.57	138.23	245.28	143.85	274.81	130.03	100.19	282.1	1276	189.88	392.57	138.23	245.28	143.85	274.81	130.03	100.19	282.1	1276
Q8WVV4	21.684	107.04	0	70.704	48.062	1074.6	38.997	0	36.967	215.62	21.684	107.04	0	70.704	48.062	1074.6	38.997	0	36.967	215.62
Q92804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q93077;Q7L7L0;P04908	110.33	159.79	141.88	152.02	183.66	208.33	92.012	262.2	133.41	6404.4	110.33	159.79	141.88	152.02	183.66	208.33	92.012	262.2	133.41	6404.4
Q96AE4	47.133	52.298	68.206	69.261	69.956	170.82	37.352	85.182	83.855	1606.6	47.133	52.298	68.206	69.261	69.956	170.82	37.352	85.182	83.855	1606.6
Q96DR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96P63	178	468.15	197.99	239.28	301.92	650.99	177.54	82.94	337.25	1501.6	178	468.15	197.99	239.28	301.92	650.99	177.54	82.94	337.25	1501.6
Q99497	58.083	55.348	93.494	99.848	45.167	105	25.148	124.42	79.657	2267.1	58.083	55.348	93.494	99.848	45.167	105	25.148	124.42	79.657	2267.1
Q99623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99832	158.17	238.88	196.8	287.28	169.69	874.61	157.11	322.72	163.38	6329.4	158.17	238.88	196.8	287.28	169.69	874.61	157.11	322.72	163.38	6329.4
Q9BPU6	132.64	443.76	224.9	372.09	215.23	291.36	357.95	501.83	386.57	11626	132.64	443.76	224.9	372.09	215.23	291.36	357.95	501.83	386.57	11626
Q9BYP7	595.09	1202.8	710.48	715.14	970.12	997.65	401.22	223.93	586.9	4930.4	595.09	1202.8	710.48	715.14	970.12	997.65	401.22	223.93	586.9	4930.4
Q9GZZ8	549.37	376.4	574.31	199.24	637.89	403.91	528.25	99.109	396.45	1894.2	549.37	376.4	574.31	199.24	637.89	403.91	528.25	99.109	396.45	1894.2
Q9HB71	54.626	82.691	91.117	58.604	86.628	143.46	153.76	166.86	162.08	4181.1	54.626	82.691	91.117	58.604	86.628	143.46	153.76	166.86	162.08	4181.1
Q9NZT1	62.607	79.684	87.797	82.948	96.135	178.87	48.377	0	183.46	307.82	62.607	79.684	87.797	82.948	96.135	178.87	48.377	0	183.46	307.82
Q9P0L0	43.458	0	112.62	96.393	99.405	159.9	78.167	72.545	125.29	978.91	43.458	0	112.62	96.393	99.405	159.9	78.167	72.545	125.29	978.91
Q9UH77	106.99	428.59	75.458	205.52	109.02	1964.2	50.493	123.71	167.86	789.55	106.99	428.59	75.458	205.52	109.02	1964.2	50.493	123.71	167.86	789.55
Q9UQ80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REV__O15440	2324.4	5908.5	2453.4	2633.5	2557.5	3304.7	2674	621.74	3959.4	13149	2324.4	5908.5	2453.4	2633.5	2557.5	3304.7	2674	621.74	3959.4	13149
REV__Q70CQ2	35.199	70.542	101.89	79.441	93.488	179.75	57.371	128.93	94.778	2373.7	35.199	70.542	101.89	79.441	93.488	179.75	57.371	128.93	94.778	2373.7
REV__Q96RD6	63.761	70.823	106.48	73.845	250.03	101.66	68.143	124.62	85.04	1038.2	63.761	70.823	106.48	73.845	250.03	101.66	68.143	124.62	85.04	1038.2
