Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
Q04695;CON__Q04695;CON__P19001	2060.3	20497	2021.7	6618.3	3480.2	64650	1222.3	3388.7	2964.4	20648	2060.3	20497	2021.7	6618.3	3480.2	64650	1222.3	3388.7	2964.4	20648
CON__Q29443;CON__Q0IIK2	378.14	892.18	629.33	1807.7	850.61	1407.2	686.81	1093.2	837.45	21033	378.14	892.18	629.33	1807.7	850.61	1407.2	686.81	1093.2	837.45	21033
CON__Q14CN4-1;CON__Q6IME9;Q14CN4;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2;Q3SY84;Q7RTS7;Q86Y46	689.16	2356.7	1271.4	1044	1028.1	1584.2	556.53	331.91	1080.7	5924.9	689.16	2356.7	1271.4	1044	1028.1	1584.2	556.53	331.91	1080.7	5924.9
CON__Q2KJF1	236.9	429.2	395.3	572.61	487.28	761.45	337.4	493.59	547.72	8591.6	236.9	429.2	395.3	572.61	487.28	761.45	337.4	493.59	547.72	8591.6
CON__Q2UVX4	185.93	337.83	293.85	350.48	253.65	459.29	232.4	363.66	296.48	5121.4	185.93	337.83	293.85	350.48	253.65	459.29	232.4	363.66	296.48	5121.4
CON__Q3SX09	93.37	218.75	133.29	289.69	123.08	333.4	115.38	308.61	231.79	4484.6	93.37	218.75	133.29	289.69	123.08	333.4	115.38	308.61	231.79	4484.6
CON__Q3SZ57;P02771	544.36	1053.3	720.41	1428.7	979.81	1625.3	664.69	2028.2	1159.5	37961	544.36	1053.3	720.41	1428.7	979.81	1625.3	664.69	2028.2	1159.5	37961
CON__Q3SZR3	342.68	310.1	2621.5	1611.1	899.97	442.83	158.46	517.7	458.55	12880	342.68	310.1	2621.5	1611.1	899.97	442.83	158.46	517.7	458.55	12880
CON__Q3T052;Q14624	302.96	654.75	482.12	748.71	569.45	1223.1	471.77	1237.8	560.51	17844	302.96	654.75	482.12	748.71	569.45	1223.1	471.77	1237.8	560.51	17844
CON__Q3ZBD7;P06744	24.14	90.364	80.812	93.953	79.383	375.73	64.924	126.19	69.26	2108.5	24.14	90.364	80.812	93.953	79.383	375.73	64.924	126.19	69.26	2108.5
CON__Q3ZBS7	179.34	287.39	248.49	298.54	278.54	347.65	195.05	174.64	311.23	2609.8	179.34	287.39	248.49	298.54	278.54	347.65	195.05	174.64	311.23	2609.8
CON__Q58D62	194.45	469.74	340.54	1440.9	330.27	509.92	259.62	886.12	405.82	18336	194.45	469.74	340.54	1440.9	330.27	509.92	259.62	886.12	405.82	18336
CON__Q5D862;Q5D862	75.903	212.99	155.85	99.904	174.42	156.6	122.74	95.798	104.52	788	75.903	212.99	155.85	99.904	174.42	156.6	122.74	95.798	104.52	788
CON__Q6IFZ6;CON__Q7Z794;Q7Z794	133.45	90.336	106.24	126.13	222.74	203.9	112.64	49.05	107.47	649.6	133.45	90.336	106.24	126.13	222.74	203.9	112.64	49.05	107.47	649.6
CON__Q7RTT2;CON__Q8N1N4-2;Q8N1N4	156.51	345.37	231.09	244.89	244.53	423.77	155.07	151.39	220.4	2636.7	156.51	345.37	231.09	244.89	244.53	423.77	155.07	151.39	220.4	2636.7
CON__Q86YZ3;Q86YZ3	204.1	820.67	180.61	290.23	430.05	200.64	84.62	69.364	358.13	1573	204.1	820.67	180.61	290.23	430.05	200.64	84.62	69.364	358.13	1573
CON__Q9TRI1;P19823	287.53	571.26	382.33	658.24	465.64	1112.3	317.65	750.16	534.24	13210	287.53	571.26	382.33	658.24	465.64	1112.3	317.65	750.16	534.24	13210
CON__Q9TTE1	212.63	312.3	359.46	741.74	385.32	692.26	202.79	447.28	430.76	9173.2	212.63	312.3	359.46	741.74	385.32	692.26	202.79	447.28	430.76	9173.2
Q13765;E9PAV3	0	39.634	54.228	52.698	49.452	63.57	50.876	32.384	24.032	541.74	0	39.634	54.228	52.698	49.452	63.57	50.876	32.384	24.032	541.74
O00148;Q13838	80.488	175.82	172.35	206.21	91.578	276.23	105.49	385.19	216.25	7717	80.488	175.82	172.35	206.21	91.578	276.23	105.49	385.19	216.25	7717
O15020	1034.1	4596.6	1419.9	1506.1	1410.8	1145.7	625.43	397.23	1141.9	7802.7	1034.1	4596.6	1419.9	1506.1	1410.8	1145.7	625.43	397.23	1141.9	7802.7
O43175	24.22	26.48	0	0	44.788	65.481	24.563	0	24.706	649.89	24.22	26.48	0	0	44.788	65.481	24.563	0	24.706	649.89
O43390;O60506	99.846	257.9	176.73	278.68	204.78	682.5	156.43	534.9	301.99	8367.5	99.846	257.9	176.73	278.68	204.78	682.5	156.43	534.9	301.99	8367.5
O43707	58.959	67.284	35.39	44.887	75.345	218.05	0	0	58.781	590.39	58.959	67.284	35.39	44.887	75.345	218.05	0	0	58.781	590.39
O75223	125.53	179.46	61.683	191.93	175.25	348.7	132.43	102.15	250.98	1501.4	125.53	179.46	61.683	191.93	175.25	348.7	132.43	102.15	250.98	1501.4
O75390	67.034	92.992	60.739	236.99	124.31	213.49	68.843	99.397	111.29	2186.8	67.034	92.992	60.739	236.99	124.31	213.49	68.843	99.397	111.29	2186.8
O75821	44.544	145.34	91.2	160.29	102.98	152.71	52.95	145.36	146.65	2453.3	44.544	145.34	91.2	160.29	102.98	152.71	52.95	145.36	146.65	2453.3
O95071	298.99	663.01	342.73	395.91	436.84	826.57	311.15	68.083	375.62	1046.3	298.99	663.01	342.73	395.91	436.84	826.57	311.15	68.083	375.62	1046.3
O95785	313.78	317.52	872.27	433.71	357.95	561.78	334.03	880.89	497.91	16179	313.78	317.52	872.27	433.71	357.95	561.78	334.03	880.89	497.91	16179
P00338	321.2	608.55	381.92	507.87	413.13	1069.7	429.89	576.63	530.92	11431	321.2	608.55	381.92	507.87	413.13	1069.7	429.89	576.63	530.92	11431
P00441	127.2	209.9	163.01	192.31	196.53	282.08	134.11	127.25	212.18	3840.5	127.2	209.9	163.01	192.31	196.53	282.08	134.11	127.25	212.18	3840.5
P00558;P07205	189.52	396.73	306.69	342.87	362.18	829.29	198.84	678.83	530.07	13860	189.52	396.73	306.69	342.87	362.18	829.29	198.84	678.83	530.07	13860
P00813	97.581	189.32	123.73	149.19	134.01	235.64	83.85	321.09	257.4	6304.2	97.581	189.32	123.73	149.19	134.01	235.64	83.85	321.09	257.4	6304.2
P01040	361.48	937.28	669.41	946.11	880.65	1532.8	333.72	383.52	964.29	4916.2	361.48	937.28	669.41	946.11	880.65	1532.8	333.72	383.52	964.29	4916.2
P02452	128.89	134.7	351.92	226.58	719.25	372.22	132.54	74.711	382.77	1353.8	128.89	134.7	351.92	226.58	719.25	372.22	132.54	74.711	382.77	1353.8
P04075;P09972;P05062	884.99	1440.4	1168.4	1362.8	1306.2	4090.1	844.21	1175.6	1457.5	21037	884.99	1440.4	1168.4	1362.8	1306.2	4090.1	844.21	1175.6	1457.5	21037
P04259	309.42	2253.5	142.65	394.05	192.16	2514.3	141.51	159.08	170.96	1550	309.42	2253.5	142.65	394.05	192.16	2514.3	141.51	159.08	170.96	1550
P04264;CON__P04264;CON__H-INV:HIT000016045;CON__Q9H552	68106	195620	83647	81955	118560	132640	43356	24858	85010	480320	68106	195620	83647	81955	118560	132640	43356	24858	85010	480320
P04406	1061.4	3020.8	1897.4	2619.1	2162.6	7645.7	1460	2005.8	2312.7	43068	1061.4	3020.8	1897.4	2619.1	2162.6	7645.7	1460	2005.8	2312.7	43068
P04792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05089	86.394	107.51	136.66	115.12	202.36	438.23	59.932	0	136.32	705.56	86.394	107.51	136.66	115.12	202.36	438.23	59.932	0	136.32	705.56
P05109	129.65	118.16	0	342.31	91.658	2437.7	103.95	165.03	248.71	1541.5	129.65	118.16	0	342.31	91.658	2437.7	103.95	165.03	248.71	1541.5
P05141	61.549	125.44	73.54	159.89	203.41	215.74	98.519	84.085	92.799	1942.6	61.549	125.44	73.54	159.89	203.41	215.74	98.519	84.085	92.799	1942.6
P05204	69.55	114.67	127.44	122.21	100.55	93.925	67.002	78.16	79.722	2399.1	69.55	114.67	127.44	122.21	100.55	93.925	67.002	78.16	79.722	2399.1
P05387	324.93	406.92	394.25	503.05	300.83	845.08	357.06	675.96	867.78	16438	324.93	406.92	394.25	503.05	300.83	845.08	357.06	675.96	867.78	16438
P05388;Q8NHW5	136.77	235.18	254.05	284.77	209.19	464.68	143.12	283.1	234.99	5383.3	136.77	235.18	254.05	284.77	209.19	464.68	143.12	283.1	234.99	5383.3
P06576	335.22	968.01	619.29	915.44	540.17	1878.5	342.53	816.7	664.99	14384	335.22	968.01	619.29	915.44	540.17	1878.5	342.53	816.7	664.99	14384
P06702	892.79	1215.3	870.28	2044.9	1118.1	14829	478.27	963.45	1506.2	11108	892.79	1215.3	870.28	2044.9	1118.1	14829	478.27	963.45	1506.2	11108
P06703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06733;P13929;P09104	1913.2	3385.9	2372.8	3360.8	2609.8	5419	2175.1	2700.5	3130.4	53264	1913.2	3385.9	2372.8	3360.8	2609.8	5419	2175.1	2700.5	3130.4	53264
P06748	273.76	420.62	371.94	470.63	361.5	820.36	272.73	618.34	391.32	14407	273.76	420.62	371.94	470.63	361.5	820.36	272.73	618.34	391.32	14407
P06753	144.96	195.72	173.32	331.38	121.2	991.94	202.2	257.59	284.49	4305.9	144.96	195.72	173.32	331.38	121.2	991.94	202.2	257.59	284.49	4305.9
P07195	418.01	797.81	598.46	863.24	675.42	1213.7	548.7	1344.4	1062.7	28431	418.01	797.81	598.46	863.24	675.42	1213.7	548.7	1344.4	1062.7	28431
P07355;A6NMY6	229.51	309.17	302.44	377.17	287.54	1705	178.56	211.1	257.1	1888.9	229.51	309.17	302.44	377.17	287.54	1705	178.56	211.1	257.1	1888.9
P07437;Q9BVA1;Q13885;A6NNZ2;CON__ENSEMBL:ENSBTAP00000025008;Q9BUF5;Q9H4B7	758.55	1579.1	1274.6	1847.6	1090.2	2498.1	978.42	2550.3	1580.1	39960	758.55	1579.1	1274.6	1847.6	1090.2	2498.1	978.42	2550.3	1580.1	39960
P07737;CON__P02584	306.1	490.67	374.82	466.78	406.22	917.42	289.31	656.12	465.03	12588	306.1	490.67	374.82	466.78	406.22	917.42	289.31	656.12	465.03	12588
P07900;Q14568;Q58FG0;Q58FF6	561.49	886.73	903.85	897.94	863.4	1415.3	626.44	923.08	1077.2	20889	561.49	886.73	903.85	897.94	863.4	1415.3	626.44	923.08	1077.2	20889
P07910;P0DMR1;B7ZW38;B2RXH8	346.07	619.37	519.96	676.67	469.82	1152.1	395.11	906.27	632.13	16455	346.07	619.37	519.96	676.67	469.82	1152.1	395.11	906.27	632.13	16455
P08123	269.68	255.18	727.8	150.26	810.58	248.34	170.34	26.788	333.94	963.26	269.68	255.18	727.8	150.26	810.58	248.34	170.34	26.788	333.94	963.26
P08133	76.252	123.93	71.913	102.96	81.96	352.61	71.559	118.61	140.89	2351.6	76.252	123.93	71.913	102.96	81.96	352.61	71.559	118.61	140.89	2351.6
P08238;Q58FF8;Q58FF7	1621.6	2888.1	2368.3	3056.2	2260.5	5582.7	1881.9	4667.8	3344.6	104300	1621.6	2888.1	2368.3	3056.2	2260.5	5582.7	1881.9	4667.8	3344.6	104300
P08579;P09012	19.287	0	57.229	75.425	36.302	149.97	21.262	110.81	51.982	2486.7	19.287	0	57.229	75.425	36.302	149.97	21.262	110.81	51.982	2486.7
P08670;P17661;P41219;Q16352;P07196;P07197;P12036	242.04	329.16	281.96	427.68	360.31	640.35	262.55	395.87	419.56	8444.6	242.04	329.16	281.96	427.68	360.31	640.35	262.55	395.87	419.56	8444.6
P08865	0	80.213	97.927	187.42	78.68	247.7	38.834	120.13	126.92	1524.8	0	80.213	97.927	187.42	78.68	247.7	38.834	120.13	126.92	1524.8
P09211	39.719	293.1	111.99	268.86	166.29	468.63	111.93	401.85	329.86	7882.5	39.719	293.1	111.99	268.86	166.29	468.63	111.93	401.85	329.86	7882.5
P09429;B2RPK0	248.98	475.44	358.54	399.87	371.84	534.61	321.68	713.45	566.7	17584	248.98	475.44	358.54	399.87	371.84	534.61	321.68	713.45	566.7	17584
P09651;Q32P51	130.32	213.71	221.26	188.87	204.6	289.07	137.94	224.95	191.48	4577.5	130.32	213.71	221.26	188.87	204.6	289.07	137.94	224.95	191.48	4577.5
Q71UI9;P0C0S5	151.94	177.21	206.66	221.88	182.85	332.05	152.76	278.11	250.53	6244	151.94	177.21	206.66	221.88	182.85	332.05	152.76	278.11	250.53	6244
Q99878;Q96KK5;Q9BTM1;P0C0S8;P20671;Q8IUE6;Q96QV6;P16104;REV__Q8NB25	403.58	655.88	575.93	760.67	668.05	1058.8	649.01	1580.6	958.09	40911	403.58	655.88	575.93	760.67	668.05	1058.8	649.01	1580.6	958.09	40911
P62987;P62979;P0CG47;P0CG48	1635.3	2484.4	1829.9	2682.3	2363.4	4157	1552	2129.7	2864.7	44308	1635.3	2484.4	1829.9	2682.3	2363.4	4157	1552	2129.7	2864.7	44308
P0DMV9;P0DMV8	170.09	222.77	133.44	227.55	129.25	643.2	143.06	171.84	268.35	3992	170.09	222.77	133.44	227.55	129.25	643.2	143.06	171.84	268.35	3992
P0DP25;P0DP24;P0DP23	113.87	172.41	186.62	302.52	164.11	479.91	149.57	309.34	483.06	7177.1	113.87	172.41	186.62	302.52	164.11	479.91	149.57	309.34	483.06	7177.1
P0DPH8;P0DPH7;Q9BQE3;Q71U36;P68363;P68366;Q6PEY2;Q9NY65	486.25	1108.5	962.54	972.14	795.09	2136.6	719.08	1369.3	1182.7	31200	486.25	1108.5	962.54	972.14	795.09	2136.6	719.08	1369.3	1182.7	31200
P10412;Q02539;P22492	1259.6	1712.8	1675.6	2085.3	1945.8	3069.2	1523	4558.2	2482.9	97948	1259.6	1712.8	1675.6	2085.3	1945.8	3069.2	1523	4558.2	2482.9	97948
P10599	239.83	595.16	370.95	334.46	802.92	1211.5	189.55	275.22	365.64	5035.6	239.83	595.16	370.95	334.46	802.92	1211.5	189.55	275.22	365.64	5035.6
P10768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10809	489.07	852.49	687.93	1066.8	795.53	1423.4	642.52	1628.6	1169.7	30888	489.07	852.49	687.93	1066.8	795.53	1423.4	642.52	1628.6	1169.7	30888
P11021	445.44	701.5	615.37	803.8	850.59	1376.3	472.5	661.9	886.61	11819	445.44	701.5	615.37	803.8	850.59	1376.3	472.5	661.9	886.61	11819
P11142;P54652	3026.3	5694	3599.5	5249.1	4510	8586.3	2712.5	7488.3	6503.6	206190	3026.3	5694	3599.5	5249.1	4510	8586.3	2712.5	7488.3	6503.6	206190
P12004	105.75	305.3	191.35	339.9	232.62	392.04	139.89	255.87	259.77	4119.8	105.75	305.3	191.35	339.9	232.62	392.04	139.89	255.87	259.77	4119.8
P12273	242.43	358.59	234.34	311.24	191.03	859.8	135.68	134.01	159.85	2475.9	242.43	358.59	234.34	311.24	191.03	859.8	135.68	134.01	159.85	2475.9
P12814	24.818	39.46	26.26	59.235	43.305	182.53	0	57.233	63.541	686.06	24.818	39.46	26.26	59.235	43.305	182.53	0	57.233	63.541	686.06
P12956	139.75	236.99	132.7	281.41	195.47	419.57	163.99	257.34	234.11	4114.6	139.75	236.99	132.7	281.41	195.47	419.57	163.99	257.34	234.11	4114.6
P13639;Q15029	330.82	566.08	464.35	690.41	486.11	1367.1	344.43	745.55	652.09	15972	330.82	566.08	464.35	690.41	486.11	1367.1	344.43	745.55	652.09	15972
P13646;CON__ENSEMBL:ENSP00000377550;CON__P13646-1	212.7	186.7	114.02	236.18	139.31	901.32	109.59	45.415	88.106	1093.9	212.7	186.7	114.02	236.18	139.31	901.32	109.59	45.415	88.106	1093.9
P13693	176.25	131.3	220.51	262.11	209.27	303.08	128.79	190.07	147	2835.7	176.25	131.3	220.51	262.11	209.27	303.08	128.79	190.07	147	2835.7
P13796;P13797;Q14651	611.9	1271.6	1191.5	1413.9	941.02	1947.5	766.56	1717.3	1344.1	36820	611.9	1271.6	1191.5	1413.9	941.02	1947.5	766.56	1717.3	1344.1	36820
P13804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14618;P30613	1066.2	1713.8	1291.3	1733.4	1180.7	2757.6	1129.6	1343.5	1700.2	31321	1066.2	1713.8	1291.3	1733.4	1180.7	2757.6	1129.6	1343.5	1700.2	31321
P14866	0	56.137	49.363	48.095	99.789	117.75	0	72.515	60.954	2490.3	0	56.137	49.363	48.095	99.789	117.75	0	72.515	60.954	2490.3
P14923	709.23	2662.7	1464.8	1404.6	1251.8	6040.1	670.14	643.14	965.65	9440.4	709.23	2662.7	1464.8	1404.6	1251.8	6040.1	670.14	643.14	965.65	9440.4
P63000;P60763;P15153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15311;P26038;P35241	1348	2213.3	1619.3	1983.2	2403.4	4858.7	1216.1	1124.5	1865.2	19787	1348	2213.3	1619.3	1983.2	2403.4	4858.7	1216.1	1124.5	1865.2	19787
P15880	1118.6	694.82	889.31	684.85	1178.9	1676.3	972.19	848.3	1009.5	16643	1118.6	694.82	889.31	684.85	1178.9	1676.3	972.19	848.3	1009.5	16643
P15924	1929.5	5653.6	2988.9	3723.4	3446.5	22841	1714.8	2130.4	2982	26997	1929.5	5653.6	2988.9	3723.4	3446.5	22841	1714.8	2130.4	2982	26997
P16401	649.37	853.49	719.88	870.4	981.82	1636.7	591.18	1150.4	961.68	27678	649.37	853.49	719.88	870.4	981.82	1636.7	591.18	1150.4	961.68	27678
P16402	246.91	289.08	304.71	291.21	377.05	281.11	261.01	317.76	241.44	6987.5	246.91	289.08	304.71	291.21	377.05	281.11	261.01	317.76	241.44	6987.5
P16403	270.66	317.71	321.81	520.21	374.73	490.34	360.23	755.01	392.13	17802	270.66	317.71	321.81	520.21	374.73	490.34	360.23	755.01	392.13	17802
P16949	120.3	248.55	213.5	325.9	123.72	702.7	115.56	314.25	222.77	6281.4	120.3	248.55	213.5	325.9	123.72	702.7	115.56	314.25	222.77	6281.4
P17066;P48741	57.06	55.561	64.805	112.92	70.738	194.69	50.427	130.75	83.84	2855.7	57.06	55.561	64.805	112.92	70.738	194.69	50.427	130.75	83.84	2855.7
P17844;Q92841	141.79	184.48	266.88	270.98	229.52	445.85	92.144	271.69	275.44	5321	141.79	184.48	266.88	270.98	229.52	445.85	92.144	271.69	275.44	5321
P17987	200.17	443.53	386.42	436.11	249.9	501.68	243.86	337.06	427.9	5138.8	200.17	443.53	386.42	436.11	249.9	501.68	243.86	337.06	427.9	5138.8
P18124	164.99	153.6	307.28	248.49	252.9	426.98	188.28	312.16	281.48	6027.3	164.99	153.6	307.28	248.49	252.9	426.98	188.28	312.16	281.48	6027.3
P18621	36.086	76.619	83.517	88.602	73.668	106.43	74.816	52.343	116.83	1757.1	36.086	76.619	83.517	88.602	73.668	106.43	74.816	52.343	116.83	1757.1
P18669;P15259;Q8N0Y7	133.59	276.13	362.53	232.68	366.78	535.12	198.36	231.09	343.64	3270.6	133.59	276.13	362.53	232.68	366.78	535.12	198.36	231.09	343.64	3270.6
P19338	708.49	1220.6	1099.7	1223.3	907.44	2717.7	873.14	1731.1	1394.3	42661	708.49	1220.6	1099.7	1223.3	907.44	2717.7	873.14	1731.1	1394.3	42661
P20700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21333	143.59	304.72	264.88	300.54	295.55	1451.2	154.34	224.92	344.84	5183	143.59	304.72	264.88	300.54	295.55	1451.2	154.34	224.92	344.84	5183
P22234	66.021	77.444	47.871	71.291	76.863	218.27	24.811	114.37	95.078	1997.5	66.021	77.444	47.871	71.291	76.863	218.27	24.811	114.37	95.078	1997.5
P22314	35.329	180.71	165.11	123.17	100.43	203.85	101.03	95.554	174.4	1076.5	35.329	180.71	165.11	123.17	100.43	203.85	101.03	95.554	174.4	1076.5
P22392;P15531;O60361	503.81	677.57	531.02	813.9	599.24	1242.9	565.71	869.54	703.85	16087	503.81	677.57	531.02	813.9	599.24	1242.9	565.71	869.54	703.85	16087
P22626	469.88	961.1	724.03	1109.2	772.61	1747.1	556.07	1080.7	898.7	26465	469.88	961.1	724.03	1109.2	772.61	1747.1	556.07	1080.7	898.7	26465
P23246	226.21	465.43	297.09	447.96	311.3	840.31	226.42	525.96	389.85	9534.7	226.21	465.43	297.09	447.96	311.3	840.31	226.42	525.96	389.85	9534.7
P23396	332.6	458.07	440.93	519.65	398.52	947.67	341.87	444.9	581.12	9950.4	332.6	458.07	440.93	519.65	398.52	947.67	341.87	444.9	581.12	9950.4
Q16778;P33778;P23527;P06899;Q8N257;Q96A08;Q6DRA6;Q6DN03	172.83	257.07	208.42	322.77	266.88	403.79	135.42	466.58	333.16	11614	172.83	257.07	208.42	322.77	266.88	403.79	135.42	466.58	333.16	11614
P23528;Q9Y281	552.66	847.64	926.27	1765.1	687.24	1274.1	1716.2	745.62	1178.7	13827	552.66	847.64	926.27	1765.1	687.24	1274.1	1716.2	745.62	1178.7	13827
P23588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24534	47.899	91.81	81.43	122.71	103.03	143.78	53.141	108.82	102.21	2489.5	47.899	91.81	81.43	122.71	103.03	143.78	53.141	108.82	102.21	2489.5
